Parent	Child	EdgeType
GO:0090723	GO:0090725	Child-Parent
GO:0090723	GO:1990761	Child-Parent
GO:0090723	GO:1990812	Child-Parent
GO:0045277	GO:0005751	Child-Parent
GO:0032432	GO:0001725	Child-Parent
GO:0071437	GO:0071438	Child-Parent
GO:0097413	GO:0097414	Child-Parent
GO:0097413	GO:1990037	Child-Parent
GO:0097413	GO:1990038	Child-Parent
GO:0001917	GO:0060342	Child-Parent
GO:0005856	GO:0014731	Child-Parent
GO:0005856	GO:0015629	Child-Parent
GO:0005856	GO:0015630	Child-Parent
GO:0005856	GO:0030863	Child-Parent
GO:0005856	GO:0032156	Child-Parent
GO:0005856	GO:0033011	Child-Parent
GO:0005856	GO:0044430	Child-Parent
GO:0005856	GO:0045111	Child-Parent
GO:0005852	GO:0071540	Child-Parent
GO:0005852	GO:0071541	Child-Parent
GO:0005858	GO:0036156	Child-Parent
GO:0005858	GO:0036157	Child-Parent
GO:0005859	GO:0005863	Child-Parent
GO:0033256	GO:0033257	Child-Parent
GO:0012505	GO:0005635	Child-Parent
GO:0012505	GO:0005768	Child-Parent
GO:0012505	GO:0005783	Child-Parent
GO:0012505	GO:0005794	Child-Parent
GO:0012505	GO:0005905	Child-Parent
GO:0012505	GO:0030133	Child-Parent
GO:0012505	GO:0030141	Child-Parent
GO:0012505	GO:0030904	Child-Parent
GO:0012505	GO:0042175	Child-Parent
GO:0012505	GO:0097444	Child-Parent
GO:0012505	GO:1990462	Child-Parent
GO:0012506	GO:0030659	Child-Parent
GO:0012507	GO:0030127	Child-Parent
GO:0005930	GO:0044447	Child-Parent
GO:0031312	GO:0000306	Child-Parent
GO:0031312	GO:0031313	Child-Parent
GO:0031312	GO:0031314	Child-Parent
GO:0031312	GO:0031315	Child-Parent
GO:0031312	GO:0042406	Child-Parent
GO:0031312	GO:0090498	Child-Parent
GO:0031312	GO:0097629	Child-Parent
GO:0031312	GO:0097632	Child-Parent
GO:0031312	GO:0098850	Child-Parent
GO:0020003	GO:0020005	Child-Parent
GO:0031010	GO:0008623	Child-Parent
GO:0031010	GO:0016589	Child-Parent
GO:0031010	GO:0016590	Child-Parent
GO:0031010	GO:0031213	Child-Parent
GO:0031010	GO:0090537	Child-Parent
GO:0031012	GO:0005578	Child-Parent
GO:0031012	GO:0044420	Child-Parent
GO:0030016	GO:0030017	Child-Parent
GO:0030016	GO:0036379	Child-Parent
GO:0030016	GO:0043034	Child-Parent
GO:0030016	GO:0097512	Child-Parent
GO:0030017	GO:0005863	Child-Parent
GO:0030017	GO:0005865	Child-Parent
GO:0030017	GO:0031672	Child-Parent
GO:0030017	GO:0031674	Child-Parent
GO:0030014	GO:0030015	Child-Parent
GO:0042571	GO:0071748	Child-Parent
GO:0042571	GO:0071751	Child-Parent
GO:0042571	GO:0071756	Child-Parent
GO:0042571	GO:0071757	Child-Parent
GO:0042575	GO:0000333	Child-Parent
GO:0042575	GO:0005760	Child-Parent
GO:0042575	GO:0008622	Child-Parent
GO:0042575	GO:0009360	Child-Parent
GO:0042575	GO:0016035	Child-Parent
GO:0042575	GO:0043625	Child-Parent
GO:0005737	GO:0016528	Child-Parent
GO:0005737	GO:0044444	Child-Parent
GO:0005737	GO:1990917	Child-Parent
GO:0002102	GO:0061825	Child-Parent
GO:0005732	GO:0000172	Child-Parent
GO:0005732	GO:0031428	Child-Parent
GO:0005732	GO:0031429	Child-Parent
GO:0005732	GO:0072589	Child-Parent
GO:0005732	GO:0090661	Child-Parent
GO:0005730	GO:0044452	Child-Parent
GO:0005739	GO:0044429	Child-Parent
GO:0005739	GO:1990843	Child-Parent
GO:0005739	GO:1990844	Child-Parent
GO:0030658	GO:0012507	Child-Parent
GO:0030658	GO:0012510	Child-Parent
GO:0030658	GO:0030672	Child-Parent
GO:0030658	GO:0060201	Child-Parent
GO:0030658	GO:0060203	Child-Parent
GO:0030658	GO:0070083	Child-Parent
GO:0030659	GO:0030658	Child-Parent
GO:0030659	GO:0030662	Child-Parent
GO:0030659	GO:0030666	Child-Parent
GO:0030659	GO:0030667	Child-Parent
GO:0030659	GO:0033162	Child-Parent
GO:0030128	GO:0030122	Child-Parent
GO:0030496	GO:0090543	Child-Parent
GO:0097449	GO:0097450	Child-Parent
GO:0032421	GO:0002139	Child-Parent
GO:0032421	GO:0032420	Child-Parent
GO:0032421	GO:0060091	Child-Parent
GO:0000778	GO:0000818	Child-Parent
GO:0000778	GO:0000941	Child-Parent
GO:0000778	GO:0000942	Child-Parent
GO:0000779	GO:0000777	Child-Parent
GO:0000779	GO:0000780	Child-Parent
GO:0000775	GO:0000776	Child-Parent
GO:0000775	GO:0000779	Child-Parent
GO:0000775	GO:0005721	Child-Parent
GO:0000775	GO:0034506	Child-Parent
GO:0000776	GO:0000777	Child-Parent
GO:0000776	GO:0031262	Child-Parent
GO:0000776	GO:1990423	Child-Parent
GO:0000777	GO:0000444	Child-Parent
GO:0000777	GO:0000778	Child-Parent
GO:0000777	GO:0000939	Child-Parent
GO:0000777	GO:0000940	Child-Parent
GO:0000178	GO:0000176	Child-Parent
GO:0000178	GO:0000177	Child-Parent
GO:0045121	GO:0044853	Child-Parent
GO:0045121	GO:0071986	Child-Parent
GO:0000177	GO:0045025	Child-Parent
GO:0090734	GO:0035861	Child-Parent
GO:0045261	GO:0000275	Child-Parent
GO:0045263	GO:0000276	Child-Parent
GO:0032420	GO:0032426	Child-Parent
GO:0032420	GO:0060171	Child-Parent
GO:0000502	GO:0005839	Child-Parent
GO:0000502	GO:0022624	Child-Parent
GO:0000502	GO:0031595	Child-Parent
GO:0000502	GO:0031597	Child-Parent
GO:0000502	GO:1990111	Child-Parent
GO:0033061	GO:0032798	Child-Parent
GO:0033061	GO:0033063	Child-Parent
GO:0033061	GO:0033065	Child-Parent
GO:0033177	GO:0033179	Child-Parent
GO:0033177	GO:0045263	Child-Parent
GO:0031227	GO:0030176	Child-Parent
GO:0042641	GO:0001725	Child-Parent
GO:0042641	GO:0042643	Child-Parent
GO:0035859	GO:0061700	Child-Parent
GO:0035859	GO:1990130	Child-Parent
GO:0042383	GO:0030315	Child-Parent
GO:0097708	GO:0031410	Child-Parent
GO:0097708	GO:0097598	Child-Parent
GO:0005845	GO:0098745	Child-Parent
GO:0005844	GO:0042788	Child-Parent
GO:0005840	GO:0005761	Child-Parent
GO:0005840	GO:0022626	Child-Parent
GO:0005840	GO:0042788	Child-Parent
GO:0005840	GO:0044391	Child-Parent
GO:0030863	GO:0030864	Child-Parent
GO:0030863	GO:0030981	Child-Parent
GO:0030863	GO:0048788	Child-Parent
GO:0030867	GO:0005784	Child-Parent
GO:0030867	GO:0005785	Child-Parent
GO:0030867	GO:0031205	Child-Parent
GO:0030867	GO:0098556	Child-Parent
GO:0030864	GO:0005826	Child-Parent
GO:0030864	GO:0008091	Child-Parent
GO:0030864	GO:0030478	Child-Parent
GO:0030864	GO:0032437	Child-Parent
GO:0030864	GO:1990357	Child-Parent
GO:0033267	GO:0043195	Child-Parent
GO:0033267	GO:0043203	Child-Parent
GO:0033267	GO:0044295	Child-Parent
GO:0033267	GO:0044304	Child-Parent
GO:0033267	GO:0044308	Child-Parent
GO:0033267	GO:1904115	Child-Parent
GO:0033267	GO:1990030	Child-Parent
GO:0033267	GO:1990031	Child-Parent
GO:0005901	GO:0016600	Child-Parent
GO:0005901	GO:0099400	Child-Parent
GO:0005902	GO:0031528	Child-Parent
GO:0005902	GO:0097454	Child-Parent
GO:0005903	GO:0031526	Child-Parent
GO:0005905	GO:0030132	Child-Parent
GO:0012510	GO:0030130	Child-Parent
GO:0061695	GO:0002189	Child-Parent
GO:0061695	GO:0005942	Child-Parent
GO:0061695	GO:0005945	Child-Parent
GO:0061695	GO:0030880	Child-Parent
GO:0061695	GO:0042575	Child-Parent
GO:0061695	GO:0043540	Child-Parent
GO:0061695	GO:1902911	Child-Parent
GO:0061695	GO:1902912	Child-Parent
GO:0035032	GO:0034271	Child-Parent
GO:0035032	GO:0034272	Child-Parent
GO:0035032	GO:0070772	Child-Parent
GO:1904949	GO:0070603	Child-Parent
GO:1904949	GO:0098533	Child-Parent
GO:0030008	GO:1990071	Child-Parent
GO:0030008	GO:1990072	Child-Parent
GO:0097038	GO:1990578	Child-Parent
GO:0002139	GO:0002141	Child-Parent
GO:0002139	GO:1990435	Child-Parent
GO:0097525	GO:0005682	Child-Parent
GO:0097525	GO:0005685	Child-Parent
GO:0097525	GO:0005686	Child-Parent
GO:0097525	GO:0005687	Child-Parent
GO:0097525	GO:0005688	Child-Parent
GO:0097525	GO:0005690	Child-Parent
GO:0097525	GO:0005691	Child-Parent
GO:0097525	GO:0034693	Child-Parent
GO:0097525	GO:0071001	Child-Parent
GO:0097525	GO:0071002	Child-Parent
GO:0097525	GO:0097526	Child-Parent
GO:0097524	GO:1990913	Child-Parent
GO:0097526	GO:0046540	Child-Parent
GO:0030139	GO:0030666	Child-Parent
GO:0030139	GO:0045334	Child-Parent
GO:0030139	GO:0045335	Child-Parent
GO:0030139	GO:0071682	Child-Parent
GO:0000346	GO:0000445	Child-Parent
GO:0030131	GO:0030121	Child-Parent
GO:0030131	GO:0030122	Child-Parent
GO:0030130	GO:0030121	Child-Parent
GO:0030133	GO:0030140	Child-Parent
GO:0030133	GO:0030658	Child-Parent
GO:0030133	GO:0070382	Child-Parent
GO:0030132	GO:0030122	Child-Parent
GO:0030135	GO:0030134	Child-Parent
GO:0030135	GO:0030136	Child-Parent
GO:0030135	GO:0030137	Child-Parent
GO:0030135	GO:0030662	Child-Parent
GO:0030134	GO:0012507	Child-Parent
GO:0030137	GO:0030663	Child-Parent
GO:0030136	GO:0030140	Child-Parent
GO:0030136	GO:0030665	Child-Parent
GO:0030136	GO:0033093	Child-Parent
GO:0030136	GO:0045334	Child-Parent
GO:0030136	GO:0060198	Child-Parent
GO:0097458	GO:0001917	Child-Parent
GO:0097458	GO:0014069	Child-Parent
GO:0097458	GO:0032421	Child-Parent
GO:0097458	GO:0032437	Child-Parent
GO:0097458	GO:0036477	Child-Parent
GO:0097458	GO:0043005	Child-Parent
GO:0097458	GO:0060053	Child-Parent
GO:0097458	GO:0071564	Child-Parent
GO:0097458	GO:0071565	Child-Parent
GO:0097458	GO:0097413	Child-Parent
GO:0097458	GO:0097418	Child-Parent
GO:0097458	GO:0097447	Child-Parent
GO:0097458	GO:0098793	Child-Parent
GO:0097458	GO:0098992	Child-Parent
GO:0005694	GO:0000228	Child-Parent
GO:0005694	GO:0000229	Child-Parent
GO:0005694	GO:0000793	Child-Parent
GO:0005694	GO:0000803	Child-Parent
GO:0005694	GO:0030849	Child-Parent
GO:0005694	GO:0044427	Child-Parent
GO:0005697	GO:0000333	Child-Parent
GO:0005697	GO:0090661	Child-Parent
GO:0098878	GO:0008328	Child-Parent
GO:0098878	GO:1904602	Child-Parent
GO:0098651	GO:0005582	Child-Parent
GO:0098651	GO:0005587	Child-Parent
GO:0098651	GO:0005591	Child-Parent
GO:0031519	GO:0035098	Child-Parent
GO:0031519	GO:0035102	Child-Parent
GO:0031519	GO:0035517	Child-Parent
GO:0031514	GO:0036126	Child-Parent
GO:0099055	GO:0099061	Child-Parent
GO:0001750	GO:0042622	Child-Parent
GO:0001750	GO:0097381	Child-Parent
GO:1905286	GO:1905370	Child-Parent
GO:0036379	GO:0005863	Child-Parent
GO:0036379	GO:0005865	Child-Parent
GO:0045252	GO:0009353	Child-Parent
GO:0045259	GO:0005753	Child-Parent
GO:0045259	GO:0045261	Child-Parent
GO:0045259	GO:0045263	Child-Parent
GO:0033018	GO:0014804	Child-Parent
GO:0030119	GO:0030123	Child-Parent
GO:0030119	GO:0030124	Child-Parent
GO:0030119	GO:0030131	Child-Parent
GO:0030119	GO:0044599	Child-Parent
GO:0016604	GO:0015030	Child-Parent
GO:0016604	GO:0016605	Child-Parent
GO:0016604	GO:0016607	Child-Parent
GO:0016604	GO:0035061	Child-Parent
GO:0016604	GO:0035363	Child-Parent
GO:0016604	GO:0042382	Child-Parent
GO:0016604	GO:0071920	Child-Parent
GO:0016604	GO:0097504	Child-Parent
GO:0042827	GO:0031088	Child-Parent
GO:0042827	GO:0031089	Child-Parent
GO:0042824	GO:0042825	Child-Parent
GO:0070160	GO:0005923	Child-Parent
GO:0070160	GO:0061689	Child-Parent
GO:0070161	GO:0005912	Child-Parent
GO:0070161	GO:0030057	Child-Parent
GO:0035869	GO:0032391	Child-Parent
GO:0035869	GO:0036038	Child-Parent
GO:0000407	GO:0034045	Child-Parent
GO:0097730	GO:0060091	Child-Parent
GO:0097730	GO:0097733	Child-Parent
GO:0005879	GO:0097649	Child-Parent
GO:0097733	GO:0001750	Child-Parent
GO:0097733	GO:0032391	Child-Parent
GO:0005871	GO:0005873	Child-Parent
GO:0005871	GO:0016938	Child-Parent
GO:0005871	GO:0016939	Child-Parent
GO:0005874	GO:0005876	Child-Parent
GO:0005874	GO:0005879	Child-Parent
GO:0005874	GO:0005881	Child-Parent
GO:0005874	GO:1901588	Child-Parent
GO:0005874	GO:1990752	Child-Parent
GO:0005875	GO:0005869	Child-Parent
GO:0005875	GO:0005871	Child-Parent
GO:0005875	GO:0008352	Child-Parent
GO:0005875	GO:0030286	Child-Parent
GO:0005875	GO:0032133	Child-Parent
GO:0005875	GO:0070652	Child-Parent
GO:0005876	GO:0000235	Child-Parent
GO:0005876	GO:0005827	Child-Parent
GO:0005876	GO:0005828	Child-Parent
GO:0005876	GO:1990498	Child-Parent
GO:0071010	GO:0071004	Child-Parent
GO:0071013	GO:0071007	Child-Parent
GO:0071012	GO:0071006	Child-Parent
GO:0071014	GO:0071008	Child-Parent
GO:0005913	GO:0005914	Child-Parent
GO:0005913	GO:0005915	Child-Parent
GO:0005913	GO:0005916	Child-Parent
GO:0005913	GO:0061832	Child-Parent
GO:0005912	GO:0005913	Child-Parent
GO:0005912	GO:0005924	Child-Parent
GO:0005912	GO:0097025	Child-Parent
GO:0005911	GO:0005913	Child-Parent
GO:0005911	GO:0005921	Child-Parent
GO:0005911	GO:0030057	Child-Parent
GO:0005911	GO:0033010	Child-Parent
GO:0005911	GO:0036057	Child-Parent
GO:0005911	GO:0043296	Child-Parent
GO:0005911	GO:0044291	Child-Parent
GO:0005911	GO:0046581	Child-Parent
GO:0005911	GO:0070160	Child-Parent
GO:0019866	GO:0005637	Child-Parent
GO:0019866	GO:0005743	Child-Parent
GO:0019867	GO:0031968	Child-Parent
GO:0005849	GO:0005847	Child-Parent
GO:0042599	GO:0097208	Child-Parent
GO:0042599	GO:0097209	Child-Parent
GO:0043186	GO:0071546	Child-Parent
GO:0043186	GO:0071547	Child-Parent
GO:1990462	GO:1903349	Child-Parent
GO:0005684	GO:0000243	Child-Parent
GO:0005684	GO:0071004	Child-Parent
GO:0005684	GO:0071006	Child-Parent
GO:0005684	GO:0071007	Child-Parent
GO:0005684	GO:0071008	Child-Parent
GO:0005684	GO:0071021	Child-Parent
GO:0005681	GO:0005684	Child-Parent
GO:0005681	GO:0005689	Child-Parent
GO:0005681	GO:0044530	Child-Parent
GO:0005681	GO:0071010	Child-Parent
GO:0005681	GO:0071011	Child-Parent
GO:0005681	GO:0071012	Child-Parent
GO:0005681	GO:0071013	Child-Parent
GO:0005681	GO:0071014	Child-Parent
GO:0005681	GO:0071020	Child-Parent
GO:0098644	GO:0005583	Child-Parent
GO:0098644	GO:0005590	Child-Parent
GO:0098644	GO:0098642	Child-Parent
GO:0098862	GO:0005903	Child-Parent
GO:0098862	GO:0032421	Child-Parent
GO:0098642	GO:0005587	Child-Parent
GO:0098642	GO:0005591	Child-Parent
GO:1902495	GO:0005750	Child-Parent
GO:1902495	GO:0034702	Child-Parent
GO:1902495	GO:0098533	Child-Parent
GO:1902494	GO:0000015	Child-Parent
GO:1902494	GO:0000118	Child-Parent
GO:1902494	GO:0000172	Child-Parent
GO:1902494	GO:0000178	Child-Parent
GO:1902494	GO:0002169	Child-Parent
GO:1902494	GO:0005834	Child-Parent
GO:1902494	GO:0008287	Child-Parent
GO:1902494	GO:0009328	Child-Parent
GO:1902494	GO:0017109	Child-Parent
GO:1902494	GO:0030286	Child-Parent
GO:1902494	GO:0031429	Child-Parent
GO:1902494	GO:0031510	Child-Parent
GO:1902494	GO:0042765	Child-Parent
GO:1902494	GO:0043033	Child-Parent
GO:1902494	GO:0045244	Child-Parent
GO:1902494	GO:0052718	Child-Parent
GO:1902494	GO:0071012	Child-Parent
GO:1902494	GO:0071013	Child-Parent
GO:1902494	GO:0072589	Child-Parent
GO:1902494	GO:0097342	Child-Parent
GO:1902494	GO:1902555	Child-Parent
GO:1902494	GO:1902560	Child-Parent
GO:1902494	GO:1904949	Child-Parent
GO:1902494	GO:1905368	Child-Parent
GO:1902494	GO:1990204	Child-Parent
GO:1902494	GO:1990234	Child-Parent
GO:0044292	GO:0044294	Child-Parent
GO:0044291	GO:0014704	Child-Parent
GO:0044297	GO:0043025	Child-Parent
GO:0000792	GO:0005720	Child-Parent
GO:0000792	GO:0005721	Child-Parent
GO:0000792	GO:0031933	Child-Parent
GO:0000792	GO:0033503	Child-Parent
GO:0000792	GO:0033553	Child-Parent
GO:0000792	GO:0035985	Child-Parent
GO:0000793	GO:0000779	Child-Parent
GO:0000793	GO:0000794	Child-Parent
GO:0000793	GO:0000796	Child-Parent
GO:0000793	GO:0008278	Child-Parent
GO:0000793	GO:0030915	Child-Parent
GO:0000790	GO:0000788	Child-Parent
GO:0000790	GO:0005719	Child-Parent
GO:0000790	GO:0005720	Child-Parent
GO:0000790	GO:0005726	Child-Parent
GO:0000790	GO:0005731	Child-Parent
GO:0000790	GO:0032798	Child-Parent
GO:0000790	GO:0070603	Child-Parent
GO:0000790	GO:0070822	Child-Parent
GO:0000791	GO:0005719	Child-Parent
GO:0000796	GO:0000797	Child-Parent
GO:0000796	GO:0000799	Child-Parent
GO:0000794	GO:0000780	Child-Parent
GO:0000794	GO:0000795	Child-Parent
GO:0000794	GO:0000798	Child-Parent
GO:0000794	GO:0000799	Child-Parent
GO:0000794	GO:0005712	Child-Parent
GO:0000794	GO:0005713	Child-Parent
GO:0000794	GO:0030896	Child-Parent
GO:0000795	GO:0000800	Child-Parent
GO:0000795	GO:0000801	Child-Parent
GO:0000795	GO:0000802	Child-Parent
GO:0000798	GO:0034991	Child-Parent
GO:0042611	GO:0032398	Child-Parent
GO:0042611	GO:0042612	Child-Parent
GO:0042611	GO:0042613	Child-Parent
GO:0031501	GO:0033185	Child-Parent
GO:0000151	GO:0000152	Child-Parent
GO:0000151	GO:0000153	Child-Parent
GO:0000151	GO:0031461	Child-Parent
GO:0000151	GO:0033503	Child-Parent
GO:0000151	GO:0071797	Child-Parent
GO:0000151	GO:0097505	Child-Parent
GO:0000151	GO:1990452	Child-Parent
GO:0000152	GO:0005680	Child-Parent
GO:0000152	GO:0031436	Child-Parent
GO:0000152	GO:0033768	Child-Parent
GO:0000152	GO:0035102	Child-Parent
GO:0000152	GO:0043224	Child-Parent
