Parent	Child	EdgeType
GO:0051781	GO:0032467	Child-Parent
GO:0051781	GO:1904677	Child-Parent
GO:0051785	GO:0045836	Child-Parent
GO:0051785	GO:0045840	Child-Parent
GO:0051784	GO:0045835	Child-Parent
GO:0051784	GO:0045839	Child-Parent
GO:0051788	GO:0071218	Child-Parent
GO:0060260	GO:0045898	Child-Parent
GO:0060260	GO:0060261	Child-Parent
GO:0060260	GO:0060633	Child-Parent
GO:0060261	GO:0045899	Child-Parent
GO:0006598	GO:0009447	Child-Parent
GO:0006598	GO:0046203	Child-Parent
GO:0006598	GO:0046208	Child-Parent
GO:0060263	GO:0060264	Child-Parent
GO:0060263	GO:0060267	Child-Parent
GO:0060263	GO:0060268	Child-Parent
GO:0060264	GO:0060265	Child-Parent
GO:0060264	GO:0060266	Child-Parent
GO:0020027	GO:0042541	Child-Parent
GO:0090346	GO:0090350	Child-Parent
GO:0060267	GO:0060265	Child-Parent
GO:0060268	GO:0060266	Child-Parent
GO:0006590	GO:2000609	Child-Parent
GO:0006591	GO:0006592	Child-Parent
GO:0006591	GO:0006593	Child-Parent
GO:0006591	GO:0019547	Child-Parent
GO:0006591	GO:0033387	Child-Parent
GO:0006591	GO:0042450	Child-Parent
GO:0006596	GO:0006597	Child-Parent
GO:0006596	GO:0008295	Child-Parent
GO:0006596	GO:0009446	Child-Parent
GO:0006595	GO:0006596	Child-Parent
GO:0006595	GO:0006598	Child-Parent
GO:0006595	GO:0008215	Child-Parent
GO:0006595	GO:0008216	Child-Parent
GO:0006595	GO:0009445	Child-Parent
GO:0006595	GO:0046204	Child-Parent
GO:0010906	GO:0006111	Child-Parent
GO:0010906	GO:0010905	Child-Parent
GO:0010906	GO:0010907	Child-Parent
GO:0010906	GO:0033131	Child-Parent
GO:0010906	GO:0070873	Child-Parent
GO:0010906	GO:1904023	Child-Parent
GO:0010907	GO:0045722	Child-Parent
GO:0010907	GO:0070875	Child-Parent
GO:0010907	GO:1904025	Child-Parent
GO:0050787	GO:0015694	Child-Parent
GO:0010901	GO:0010902	Child-Parent
GO:0010901	GO:0010903	Child-Parent
GO:0046651	GO:0001787	Child-Parent
GO:0046651	GO:0042098	Child-Parent
GO:0046651	GO:0042100	Child-Parent
GO:0046651	GO:0044565	Child-Parent
GO:0046651	GO:0050670	Child-Parent
GO:0046653	GO:0009256	Child-Parent
GO:0046653	GO:0035999	Child-Parent
GO:0046653	GO:0046654	Child-Parent
GO:0046655	GO:0046657	Child-Parent
GO:0046654	GO:0009257	Child-Parent
GO:0097398	GO:1903883	Child-Parent
GO:0071649	GO:0071650	Child-Parent
GO:0071649	GO:0071651	Child-Parent
GO:0051875	GO:0032400	Child-Parent
GO:0051875	GO:0051905	Child-Parent
GO:0051653	GO:0051293	Child-Parent
GO:0051873	GO:0051838	Child-Parent
GO:0051873	GO:0070943	Child-Parent
GO:1903306	GO:0043301	Child-Parent
GO:1903306	GO:0045955	Child-Parent
GO:1903307	GO:0043302	Child-Parent
GO:1903307	GO:0045956	Child-Parent
GO:1903305	GO:0017158	Child-Parent
GO:1903305	GO:0043300	Child-Parent
GO:1903305	GO:1903306	Child-Parent
GO:1903305	GO:1903307	Child-Parent
GO:1903301	GO:0033133	Child-Parent
GO:0007626	GO:0008344	Child-Parent
GO:0007626	GO:0031987	Child-Parent
GO:0007626	GO:0035641	Child-Parent
GO:0007626	GO:0036269	Child-Parent
GO:0007626	GO:0045475	Child-Parent
GO:0007626	GO:0090659	Child-Parent
GO:0007625	GO:2000821	Child-Parent
GO:0007623	GO:0032922	Child-Parent
GO:0007623	GO:0042752	Child-Parent
GO:0007623	GO:0048512	Child-Parent
GO:0007623	GO:0060086	Child-Parent
GO:0007623	GO:0097167	Child-Parent
GO:0006629	GO:0008202	Child-Parent
GO:0006629	GO:0008610	Child-Parent
GO:0006629	GO:0016042	Child-Parent
GO:0006629	GO:0019216	Child-Parent
GO:0006629	GO:0044255	Child-Parent
GO:0007620	GO:0007320	Child-Parent
GO:0007620	GO:0043084	Child-Parent
GO:0006625	GO:0016558	Child-Parent
GO:0006625	GO:0045046	Child-Parent
GO:0006626	GO:0006627	Child-Parent
GO:0006626	GO:0030150	Child-Parent
GO:0006626	GO:0045039	Child-Parent
GO:0006626	GO:0045040	Child-Parent
GO:0006626	GO:0045041	Child-Parent
GO:0006626	GO:1903214	Child-Parent
GO:0006627	GO:1903217	Child-Parent
GO:0006620	GO:0031204	Child-Parent
GO:0006622	GO:0016256	Child-Parent
GO:0006622	GO:0061740	Child-Parent
GO:0006623	GO:0006622	Child-Parent
GO:0006623	GO:0071211	Child-Parent
GO:0006623	GO:1900483	Child-Parent
GO:0036451	GO:0097309	Child-Parent
GO:0036451	GO:0097310	Child-Parent
GO:0002291	GO:2001188	Child-Parent
GO:0002293	GO:0002294	Child-Parent
GO:0002293	GO:0002302	Child-Parent
GO:0002292	GO:0002293	Child-Parent
GO:0002292	GO:0043379	Child-Parent
GO:0002295	GO:0002296	Child-Parent
GO:0002295	GO:0072540	Child-Parent
GO:0002294	GO:0032834	Child-Parent
GO:0002294	GO:0042093	Child-Parent
GO:2001179	GO:2001180	Child-Parent
GO:2001179	GO:2001181	Child-Parent
GO:1902214	GO:1902215	Child-Parent
GO:1902214	GO:1902216	Child-Parent
GO:1902219	GO:1902239	Child-Parent
GO:1902218	GO:1902219	Child-Parent
GO:1902218	GO:1902220	Child-Parent
GO:0048389	GO:0048392	Child-Parent
GO:0048382	GO:0090134	Child-Parent
GO:0048385	GO:0048386	Child-Parent
GO:0048385	GO:0048387	Child-Parent
GO:0048384	GO:0048385	Child-Parent
GO:0000288	GO:0000289	Child-Parent
GO:0000288	GO:0000290	Child-Parent
GO:0000288	GO:0043928	Child-Parent
GO:0000288	GO:1900153	Child-Parent
GO:0000289	GO:0060212	Child-Parent
GO:0000289	GO:0060213	Child-Parent
GO:0045074	GO:0045081	Child-Parent
GO:0045074	GO:0045082	Child-Parent
GO:0045075	GO:0045083	Child-Parent
GO:0045075	GO:0045084	Child-Parent
GO:0045076	GO:0045085	Child-Parent
GO:0045076	GO:0045086	Child-Parent
GO:0097502	GO:0035268	Child-Parent
GO:0000280	GO:0051783	Child-Parent
GO:0000280	GO:0140013	Child-Parent
GO:0000280	GO:0140014	Child-Parent
GO:0000281	GO:1902410	Child-Parent
GO:0000281	GO:1902412	Child-Parent
GO:0045072	GO:0045077	Child-Parent
GO:0045072	GO:0045078	Child-Parent
GO:0045073	GO:0045079	Child-Parent
GO:0045073	GO:0045080	Child-Parent
GO:0055001	GO:0033292	Child-Parent
GO:0055001	GO:0055002	Child-Parent
GO:0055001	GO:0097084	Child-Parent
GO:0055002	GO:0014904	Child-Parent
GO:0055002	GO:0030239	Child-Parent
GO:0055002	GO:0048747	Child-Parent
GO:0055002	GO:0055013	Child-Parent
GO:0055003	GO:0055005	Child-Parent
GO:0055003	GO:0071691	Child-Parent
GO:0055003	GO:1905305	Child-Parent
GO:0055006	GO:0055013	Child-Parent
GO:0055006	GO:0060939	Child-Parent
GO:0055006	GO:0060948	Child-Parent
GO:0055006	GO:0061444	Child-Parent
GO:0055007	GO:0055012	Child-Parent
GO:0055007	GO:0055013	Child-Parent
GO:0055007	GO:0060920	Child-Parent
GO:0055007	GO:0060923	Child-Parent
GO:0055007	GO:0060932	Child-Parent
GO:0055007	GO:2000725	Child-Parent
GO:0055008	GO:0003245	Child-Parent
GO:0055008	GO:0055009	Child-Parent
GO:0055008	GO:0055010	Child-Parent
GO:0055008	GO:0061350	Child-Parent
GO:0006974	GO:0000077	Child-Parent
GO:0006974	GO:0006281	Child-Parent
GO:0006974	GO:0006975	Child-Parent
GO:0006974	GO:0008630	Child-Parent
GO:0006974	GO:0042769	Child-Parent
GO:0006974	GO:0042770	Child-Parent
GO:0006974	GO:0043247	Child-Parent
GO:0006974	GO:2001020	Child-Parent
GO:0006970	GO:0006971	Child-Parent
GO:0006970	GO:0006972	Child-Parent
GO:0006970	GO:0009651	Child-Parent
GO:0006970	GO:0047484	Child-Parent
GO:0006970	GO:0071470	Child-Parent
GO:0006971	GO:0071476	Child-Parent
GO:0006972	GO:0042538	Child-Parent
GO:0006972	GO:0071474	Child-Parent
GO:2001057	GO:0042126	Child-Parent
GO:2001057	GO:0046209	Child-Parent
GO:0006978	GO:1902164	Child-Parent
GO:0006979	GO:0000302	Child-Parent
GO:0006979	GO:0033194	Child-Parent
GO:0006979	GO:0034599	Child-Parent
GO:0006979	GO:0070994	Child-Parent
GO:0006979	GO:1902882	Child-Parent
GO:1901162	GO:0042427	Child-Parent
GO:1901162	GO:0097055	Child-Parent
GO:0018107	GO:0010799	Child-Parent
GO:0018107	GO:0035405	Child-Parent
GO:0018107	GO:1903125	Child-Parent
GO:0018105	GO:0033135	Child-Parent
GO:0018105	GO:0035404	Child-Parent
GO:0018105	GO:0036289	Child-Parent
GO:0018105	GO:0042501	Child-Parent
GO:0018108	GO:0007260	Child-Parent
GO:0018108	GO:0035409	Child-Parent
GO:0018108	GO:0038083	Child-Parent
GO:0018108	GO:0042976	Child-Parent
GO:0018108	GO:0050730	Child-Parent
GO:2000060	GO:0051437	Child-Parent
GO:0045445	GO:0014835	Child-Parent
GO:0045445	GO:0045661	Child-Parent
GO:0045445	GO:0048625	Child-Parent
GO:0045445	GO:0048627	Child-Parent
GO:0045445	GO:0060379	Child-Parent
GO:0045444	GO:0045598	Child-Parent
GO:0045444	GO:0050872	Child-Parent
GO:0045444	GO:0050873	Child-Parent
GO:0045446	GO:0001885	Child-Parent
GO:0045446	GO:0045601	Child-Parent
GO:0045446	GO:0060836	Child-Parent
GO:0045446	GO:0060837	Child-Parent
GO:0045446	GO:0060839	Child-Parent
GO:0045446	GO:0060956	Child-Parent
GO:0032241	GO:0032244	Child-Parent
GO:0032241	GO:0046833	Child-Parent
GO:0080184	GO:0033594	Child-Parent
GO:2000628	GO:2000630	Child-Parent
GO:0051272	GO:0003353	Child-Parent
GO:0051272	GO:0061881	Child-Parent
GO:0051272	GO:1902669	Child-Parent
GO:0051272	GO:1903116	Child-Parent
GO:0051272	GO:2000147	Child-Parent
GO:0051271	GO:1902668	Child-Parent
GO:0051271	GO:1903743	Child-Parent
GO:0051271	GO:1905025	Child-Parent
GO:0051271	GO:2000146	Child-Parent
GO:0051270	GO:0051271	Child-Parent
GO:0051270	GO:0051272	Child-Parent
GO:0051270	GO:0060632	Child-Parent
GO:0051270	GO:1902667	Child-Parent
GO:0051270	GO:1903115	Child-Parent
GO:0051270	GO:2000145	Child-Parent
GO:0051276	GO:0000715	Child-Parent
GO:0051276	GO:0000819	Child-Parent
GO:0051276	GO:0000972	Child-Parent
GO:0051276	GO:0006325	Child-Parent
GO:0051276	GO:0031052	Child-Parent
GO:0051276	GO:0032200	Child-Parent
GO:0051276	GO:0033044	Child-Parent
GO:0051276	GO:0034508	Child-Parent
GO:0051276	GO:0043570	Child-Parent
GO:0051276	GO:0051383	Child-Parent
GO:0051276	GO:0070192	Child-Parent
GO:0051276	GO:0070193	Child-Parent
GO:0051276	GO:0071103	Child-Parent
GO:0051279	GO:0010880	Child-Parent
GO:0051279	GO:0031585	Child-Parent
GO:0051279	GO:0051280	Child-Parent
GO:0051279	GO:0051281	Child-Parent
GO:0051279	GO:0060314	Child-Parent
GO:0090022	GO:0090023	Child-Parent
GO:0090022	GO:0090024	Child-Parent
GO:0010752	GO:0010754	Child-Parent
GO:0050000	GO:0034397	Child-Parent
GO:0050000	GO:0051303	Child-Parent
GO:0010755	GO:0010756	Child-Parent
GO:0010755	GO:0010757	Child-Parent
GO:0010758	GO:0010759	Child-Parent
GO:0010758	GO:0010760	Child-Parent
GO:0033594	GO:0033595	Child-Parent
GO:0033595	GO:0071412	Child-Parent
GO:0002458	GO:0002851	Child-Parent
GO:0002457	GO:0002625	Child-Parent
GO:0002456	GO:0001806	Child-Parent
GO:0002456	GO:0001913	Child-Parent
GO:0002456	GO:0002369	Child-Parent
GO:0002456	GO:0002457	Child-Parent
GO:0002456	GO:0002458	Child-Parent
GO:0002456	GO:0002709	Child-Parent
GO:0002455	GO:0002923	Child-Parent
GO:0002455	GO:0006958	Child-Parent
GO:0002902	GO:0002903	Child-Parent
GO:0002902	GO:0002904	Child-Parent
GO:0007368	GO:0003127	Child-Parent
GO:0007368	GO:0003140	Child-Parent
GO:0007368	GO:0035469	Child-Parent
GO:0007368	GO:0035545	Child-Parent
GO:0007368	GO:0060287	Child-Parent
GO:0007368	GO:0061371	Child-Parent
GO:0007368	GO:0071907	Child-Parent
GO:0007368	GO:0071910	Child-Parent
GO:0007369	GO:0001702	Child-Parent
GO:0007369	GO:0001704	Child-Parent
GO:0007369	GO:0010470	Child-Parent
GO:0007369	GO:0042074	Child-Parent
GO:0007369	GO:0060027	Child-Parent
GO:0007369	GO:0060809	Child-Parent
GO:0007369	GO:0070586	Child-Parent
GO:0001909	GO:0001910	Child-Parent
GO:0001909	GO:0001913	Child-Parent
GO:0001909	GO:0042267	Child-Parent
GO:0001909	GO:0070943	Child-Parent
GO:1901799	GO:0032435	Child-Parent
GO:1901799	GO:1904293	Child-Parent
GO:0071333	GO:0010255	Child-Parent
GO:0071333	GO:0035773	Child-Parent
GO:1901797	GO:0043518	Child-Parent
GO:1901797	GO:1902254	Child-Parent
GO:1901796	GO:0043516	Child-Parent
GO:1901796	GO:1901797	Child-Parent
GO:1901796	GO:1901798	Child-Parent
GO:1901796	GO:1902253	Child-Parent
GO:0001906	GO:0001909	Child-Parent
GO:0001906	GO:0031341	Child-Parent
GO:0001906	GO:0031640	Child-Parent
GO:0001906	GO:0097278	Child-Parent
GO:0001907	GO:0001897	Child-Parent
GO:0001907	GO:0052501	Child-Parent
GO:0051665	GO:0001766	Child-Parent
GO:0051668	GO:0031081	Child-Parent
GO:0051668	GO:0032594	Child-Parent
GO:0051668	GO:0043113	Child-Parent
GO:0051668	GO:0051665	Child-Parent
GO:0051668	GO:0090110	Child-Parent
GO:0051668	GO:0097120	Child-Parent
GO:0051668	GO:0099590	Child-Parent
GO:2000209	GO:2000210	Child-Parent
GO:2000209	GO:2000811	Child-Parent
GO:0072179	GO:0071893	Child-Parent
GO:0072179	GO:0072181	Child-Parent
GO:1900169	GO:1900170	Child-Parent
GO:0033240	GO:0045764	Child-Parent
GO:0033240	GO:0045964	Child-Parent
GO:0033240	GO:1901307	Child-Parent
GO:0030449	GO:0001969	Child-Parent
GO:0030449	GO:0045916	Child-Parent
GO:0030449	GO:0045917	Child-Parent
GO:1904526	GO:1904527	Child-Parent
GO:1904526	GO:1904528	Child-Parent
GO:1904529	GO:1904530	Child-Parent
GO:1904529	GO:1904531	Child-Parent
GO:1904528	GO:1903033	Child-Parent
GO:0035162	GO:0060215	Child-Parent
GO:0061418	GO:0061419	Child-Parent
GO:0061418	GO:0061428	Child-Parent
GO:0042093	GO:0002295	Child-Parent
GO:0042093	GO:0045063	Child-Parent
GO:0042093	GO:0045064	Child-Parent
GO:0042093	GO:0045622	Child-Parent
GO:0042093	GO:0061470	Child-Parent
GO:0042093	GO:0072539	Child-Parent
GO:0042092	GO:0002828	Child-Parent
GO:0042092	GO:0035745	Child-Parent
GO:0042092	GO:0045064	Child-Parent
GO:0042095	GO:0045072	Child-Parent
GO:0042094	GO:0045076	Child-Parent
GO:0042098	GO:0001777	Child-Parent
GO:0042098	GO:0002309	Child-Parent
GO:0042098	GO:0033079	Child-Parent
GO:0042098	GO:0042129	Child-Parent
GO:0042098	GO:0046633	Child-Parent
GO:0042098	GO:0050798	Child-Parent
GO:0042098	GO:0061485	Child-Parent
GO:0006361	GO:0001180	Child-Parent
GO:0006360	GO:0006356	Child-Parent
GO:0006360	GO:0006361	Child-Parent
GO:0006360	GO:0006362	Child-Parent
GO:0006360	GO:0006363	Child-Parent
GO:0006360	GO:0042790	Child-Parent
GO:0006362	GO:2001208	Child-Parent
GO:0006364	GO:0000154	Child-Parent
GO:0006364	GO:0000460	Child-Parent
GO:0006364	GO:0000469	Child-Parent
GO:0006364	GO:0000470	Child-Parent
GO:0006364	GO:0000481	Child-Parent
GO:0006364	GO:0030490	Child-Parent
GO:0006364	GO:0031125	Child-Parent
GO:0006364	GO:2000232	Child-Parent
GO:0006367	GO:0051123	Child-Parent
GO:0006367	GO:0060260	Child-Parent
GO:0006366	GO:0006357	Child-Parent
GO:0006366	GO:0006367	Child-Parent
GO:0006366	GO:0006368	Child-Parent
GO:0006366	GO:0006369	Child-Parent
GO:0006366	GO:0042789	Child-Parent
GO:0006366	GO:0042795	Child-Parent
GO:0006366	GO:0061614	Child-Parent
GO:0006366	GO:0100057	Child-Parent
GO:0006369	GO:2000806	Child-Parent
GO:0006368	GO:0001193	Child-Parent
GO:0006368	GO:0034243	Child-Parent
GO:0048557	GO:0048613	Child-Parent
GO:0048550	GO:1905302	Child-Parent
GO:0017015	GO:0030511	Child-Parent
GO:0017015	GO:0030512	Child-Parent
GO:0052312	GO:0019056	Child-Parent
GO:0052312	GO:0043921	Child-Parent
GO:0042541	GO:0046984	Child-Parent
GO:0042542	GO:0070301	Child-Parent
GO:0034382	GO:0090321	Child-Parent
GO:0034383	GO:0010988	Child-Parent
GO:0034380	GO:0090107	Child-Parent
GO:0034381	GO:0010984	Child-Parent
GO:0034381	GO:0034382	Child-Parent
GO:0034381	GO:0034383	Child-Parent
GO:0034381	GO:0034384	Child-Parent
GO:0034381	GO:0034447	Child-Parent
GO:0009812	GO:0051552	Child-Parent
GO:0009812	GO:0052696	Child-Parent
GO:0051176	GO:0010909	Child-Parent
GO:0051176	GO:0050668	Child-Parent
GO:0051176	GO:1903788	Child-Parent
GO:0051176	GO:1904828	Child-Parent
GO:0034384	GO:0010982	Child-Parent
GO:0006105	GO:0006540	Child-Parent
GO:0006104	GO:0006781	Child-Parent
GO:0006106	GO:0019551	Child-Parent
GO:0006101	GO:0006099	Child-Parent
GO:0006103	GO:0019551	Child-Parent
GO:0006109	GO:0010675	Child-Parent
GO:0006109	GO:0032881	Child-Parent
GO:0006109	GO:0043255	Child-Parent
GO:0006109	GO:0043470	Child-Parent
GO:0006109	GO:0045912	Child-Parent
GO:0006109	GO:0045913	Child-Parent
GO:0006109	GO:1900402	Child-Parent
GO:0035873	GO:0035879	Child-Parent
GO:0090342	GO:0090343	Child-Parent
GO:0090342	GO:0090344	Child-Parent
GO:0090342	GO:1900062	Child-Parent
GO:0090342	GO:2000772	Child-Parent
GO:0042401	GO:0001694	Child-Parent
GO:0042401	GO:0006589	Child-Parent
GO:0042401	GO:0006596	Child-Parent
GO:0042401	GO:0046219	Child-Parent
GO:0042402	GO:0001695	Child-Parent
GO:0042402	GO:0006569	Child-Parent
GO:0042402	GO:0006598	Child-Parent
GO:0042402	GO:0042426	Child-Parent
GO:0042403	GO:0006590	Child-Parent
GO:0042403	GO:0042404	Child-Parent
GO:1903531	GO:0014050	Child-Parent
GO:1903531	GO:0014063	Child-Parent
GO:1903531	GO:0033604	Child-Parent
GO:1903531	GO:0045920	Child-Parent
GO:1903531	GO:0046888	Child-Parent
GO:1903531	GO:0046929	Child-Parent
GO:1903531	GO:0050709	Child-Parent
GO:0070884	GO:0070885	Child-Parent
GO:0070884	GO:0070886	Child-Parent
GO:0070887	GO:0003029	Child-Parent
GO:0070887	GO:0031670	Child-Parent
GO:0070887	GO:0034599	Child-Parent
GO:0070887	GO:0035690	Child-Parent
GO:0070887	GO:0036517	Child-Parent
GO:0070887	GO:0060326	Child-Parent
GO:0070887	GO:0061643	Child-Parent
GO:0070887	GO:0071229	Child-Parent
GO:0070887	GO:0071236	Child-Parent
GO:0070887	GO:0071241	Child-Parent
GO:0070887	GO:0071243	Child-Parent
GO:0070887	GO:0071310	Child-Parent
GO:0070887	GO:0071316	Child-Parent
GO:0070887	GO:0071391	Child-Parent
GO:0070887	GO:0071453	Child-Parent
GO:0070887	GO:0071466	Child-Parent
GO:0070887	GO:0072719	Child-Parent
GO:0070887	GO:0097237	Child-Parent
GO:0070887	GO:1901522	Child-Parent
GO:0070887	GO:1901699	Child-Parent
GO:0070887	GO:1901701	Child-Parent
GO:0070887	GO:1902075	Child-Parent
GO:0070887	GO:1904017	Child-Parent
GO:0070887	GO:1904577	Child-Parent
GO:0042407	GO:1903852	Child-Parent
GO:0090344	GO:2000773	Child-Parent
GO:0072014	GO:0072237	Child-Parent
GO:0072015	GO:0072249	Child-Parent
GO:0090287	GO:0030510	Child-Parent
GO:0090287	GO:0030947	Child-Parent
GO:0090287	GO:0040036	Child-Parent
GO:0090287	GO:0051386	Child-Parent
GO:0090287	GO:0051394	Child-Parent
GO:0090287	GO:0090288	Child-Parent
GO:0090287	GO:1902547	Child-Parent
GO:0090287	GO:1903844	Child-Parent
GO:0090287	GO:2000544	Child-Parent
GO:0072017	GO:0072156	Child-Parent
GO:0072017	GO:0072235	Child-Parent
GO:0072010	GO:0072011	Child-Parent
GO:0072010	GO:0072311	Child-Parent
GO:0090280	GO:1902082	Child-Parent
GO:0090280	GO:1905665	Child-Parent
GO:0072012	GO:0072011	Child-Parent
GO:0072012	GO:0072104	Child-Parent
GO:0072012	GO:0072109	Child-Parent
GO:0072012	GO:0072239	Child-Parent
GO:0060443	GO:0060056	Child-Parent
GO:0060443	GO:0060592	Child-Parent
GO:0060443	GO:0060603	Child-Parent
GO:0090289	GO:0090290	Child-Parent
GO:0090289	GO:0090291	Child-Parent
GO:0090288	GO:0030514	Child-Parent
GO:0090288	GO:0030948	Child-Parent
GO:0090288	GO:0040037	Child-Parent
GO:0090288	GO:0051387	Child-Parent
GO:0090288	GO:1902548	Child-Parent
GO:0090288	GO:1903845	Child-Parent
GO:0090288	GO:2000545	Child-Parent
GO:0090288	GO:2001113	Child-Parent
GO:1902916	GO:1902523	Child-Parent
GO:1902916	GO:1902524	Child-Parent
GO:1902916	GO:1902530	Child-Parent
GO:0009057	GO:0000272	Child-Parent
GO:0009057	GO:0006026	Child-Parent
GO:0009057	GO:0030163	Child-Parent
GO:0009057	GO:0032801	Child-Parent
GO:0009057	GO:0044265	Child-Parent
GO:0098700	GO:0015842	Child-Parent
GO:0098703	GO:1905664	Child-Parent
GO:0098707	GO:1904440	Child-Parent
GO:0060100	GO:1901076	Child-Parent
GO:0039656	GO:0019056	Child-Parent
GO:0039656	GO:0046778	Child-Parent
GO:0090130	GO:0007509	Child-Parent
GO:0090130	GO:0090131	Child-Parent
GO:0090130	GO:0090132	Child-Parent
GO:0071579	GO:0071584	Child-Parent
GO:0048738	GO:0003161	Child-Parent
GO:0048738	GO:0003229	Child-Parent
GO:0048738	GO:0055007	Child-Parent
GO:0048738	GO:0055008	Child-Parent
GO:0048738	GO:0055017	Child-Parent
GO:0048738	GO:0055024	Child-Parent
GO:0048739	GO:0055020	Child-Parent
GO:0002339	GO:0002344	Child-Parent
GO:0002339	GO:0002352	Child-Parent
GO:0048730	GO:0031069	Child-Parent
GO:0048731	GO:0001501	Child-Parent
GO:0048731	GO:0001655	Child-Parent
GO:0048731	GO:0002520	Child-Parent
GO:0048731	GO:0007399	Child-Parent
GO:0048731	GO:0035270	Child-Parent
GO:0048731	GO:0035272	Child-Parent
GO:0048731	GO:0048513	Child-Parent
GO:0048731	GO:0048880	Child-Parent
GO:0048731	GO:0055123	Child-Parent
GO:0048731	GO:0060037	Child-Parent
GO:0048731	GO:0060541	Child-Parent
