Parent	Child	EdgeType
GO:0004842	GO:0061630	Child-Parent
GO:0004842	GO:0061631	Child-Parent
GO:0036459	GO:0004843	Child-Parent
GO:0030674	GO:0005068	Child-Parent
GO:0030674	GO:0005070	Child-Parent
GO:0030674	GO:0008093	Child-Parent
GO:0030674	GO:0008269	Child-Parent
GO:0030674	GO:0035615	Child-Parent
GO:0030674	GO:0097020	Child-Parent
GO:0030674	GO:1990756	Child-Parent
GO:0004536	GO:0004520	Child-Parent
GO:0004536	GO:0016895	Child-Parent
GO:0004532	GO:0016896	Child-Parent
GO:0005003	GO:0005004	Child-Parent
GO:0005003	GO:0005005	Child-Parent
GO:0002054	GO:0002058	Child-Parent
GO:0002054	GO:0002059	Child-Parent
GO:0002054	GO:0002060	Child-Parent
GO:0008026	GO:0004003	Child-Parent
GO:0008026	GO:0004004	Child-Parent
GO:0008026	GO:0033680	Child-Parent
GO:0005221	GO:0005222	Child-Parent
GO:0005221	GO:0005223	Child-Parent
GO:0005225	GO:0072320	Child-Parent
GO:0005227	GO:0015269	Child-Parent
GO:0031491	GO:0031492	Child-Parent
GO:0031491	GO:0031493	Child-Parent
GO:0031490	GO:0031492	Child-Parent
GO:0031490	GO:0043035	Child-Parent
GO:0044389	GO:0031625	Child-Parent
GO:0009008	GO:0003886	Child-Parent
GO:0009008	GO:0009007	Child-Parent
GO:0004995	GO:0016496	Child-Parent
GO:0004995	GO:0016497	Child-Parent
GO:0004448	GO:0004449	Child-Parent
GO:0004448	GO:0004450	Child-Parent
GO:0004993	GO:0001587	Child-Parent
GO:0051019	GO:0048273	Child-Parent
GO:0051018	GO:0034236	Child-Parent
GO:0051018	GO:0034237	Child-Parent
GO:0008289	GO:0001530	Child-Parent
GO:0008289	GO:0005496	Child-Parent
GO:0008289	GO:0005504	Child-Parent
GO:0008289	GO:0005543	Child-Parent
GO:0008289	GO:0017129	Child-Parent
GO:0008289	GO:0019840	Child-Parent
GO:0008289	GO:0019992	Child-Parent
GO:0008289	GO:0030883	Child-Parent
GO:0008289	GO:0030884	Child-Parent
GO:0008289	GO:0046625	Child-Parent
GO:0008289	GO:0051861	Child-Parent
GO:0008289	GO:0071723	Child-Parent
GO:0001653	GO:0008528	Child-Parent
GO:0001653	GO:0016941	Child-Parent
GO:0048037	GO:0000036	Child-Parent
GO:0048037	GO:0010181	Child-Parent
GO:0048037	GO:0030170	Child-Parent
GO:0048037	GO:0048038	Child-Parent
GO:0048037	GO:0050662	Child-Parent
GO:0048038	GO:0048039	Child-Parent
GO:0004197	GO:0004198	Child-Parent
GO:0004197	GO:0070139	Child-Parent
GO:0004197	GO:0097153	Child-Parent
GO:0004190	GO:0042500	Child-Parent
GO:0004661	GO:0004662	Child-Parent
GO:0004661	GO:0004663	Child-Parent
GO:0003899	GO:0001054	Child-Parent
GO:0003899	GO:0001055	Child-Parent
GO:0003899	GO:0001056	Child-Parent
GO:0003899	GO:0003896	Child-Parent
GO:0015189	GO:0005292	Child-Parent
GO:0015185	GO:0005332	Child-Parent
GO:0015185	GO:0015495	Child-Parent
GO:0015187	GO:0015375	Child-Parent
GO:0015181	GO:0005289	Child-Parent
GO:0015181	GO:0097626	Child-Parent
GO:0032357	GO:1905773	Child-Parent
GO:0032356	GO:0032357	Child-Parent
GO:0032356	GO:0032358	Child-Parent
GO:0001727	GO:0001729	Child-Parent
GO:0001727	GO:0008481	Child-Parent
GO:0070063	GO:0043175	Child-Parent
GO:0015215	GO:0015216	Child-Parent
GO:0015215	GO:0015218	Child-Parent
GO:0015215	GO:0015230	Child-Parent
GO:0015215	GO:0030233	Child-Parent
GO:0015215	GO:0044610	Child-Parent
GO:0015217	GO:0005471	Child-Parent
GO:0015216	GO:0000295	Child-Parent
GO:0015216	GO:0005346	Child-Parent
GO:0015211	GO:0015228	Child-Parent
GO:0015211	GO:0015390	Child-Parent
GO:0019211	GO:0072542	Child-Parent
GO:0019210	GO:0004860	Child-Parent
GO:0019213	GO:0000225	Child-Parent
GO:0019213	GO:0008448	Child-Parent
GO:0019213	GO:0033558	Child-Parent
GO:0019213	GO:0047374	Child-Parent
GO:0019213	GO:0050119	Child-Parent
GO:0019212	GO:0004864	Child-Parent
GO:0019215	GO:1990254	Child-Parent
GO:0019961	GO:0019962	Child-Parent
GO:0019961	GO:0019964	Child-Parent
GO:0071936	GO:1904928	Child-Parent
GO:0071936	GO:1904929	Child-Parent
GO:0008519	GO:0005277	Child-Parent
GO:0008519	GO:0005329	Child-Parent
GO:0008519	GO:0015220	Child-Parent
GO:0008519	GO:0015222	Child-Parent
GO:0008519	GO:0015489	Child-Parent
GO:0008519	GO:0015651	Child-Parent
GO:0016638	GO:0004375	Child-Parent
GO:0016638	GO:0016639	Child-Parent
GO:0016638	GO:0016641	Child-Parent
GO:0016638	GO:0033735	Child-Parent
GO:0016639	GO:0004352	Child-Parent
GO:0008514	GO:0005347	Child-Parent
GO:0008514	GO:0005369	Child-Parent
GO:0008514	GO:0005456	Child-Parent
GO:0008514	GO:0005462	Child-Parent
GO:0008514	GO:0005464	Child-Parent
GO:0008514	GO:0015106	Child-Parent
GO:0008514	GO:0015143	Child-Parent
GO:0008514	GO:0015217	Child-Parent
GO:0008514	GO:0015228	Child-Parent
GO:0008514	GO:0015230	Child-Parent
GO:0008514	GO:0015347	Child-Parent
GO:0008514	GO:0034634	Child-Parent
GO:0008514	GO:0043250	Child-Parent
GO:0008514	GO:0044610	Child-Parent
GO:0008514	GO:0046943	Child-Parent
GO:0008514	GO:0046964	Child-Parent
GO:0008514	GO:0080122	Child-Parent
GO:0016634	GO:0003997	Child-Parent
GO:0016634	GO:0004109	Child-Parent
GO:0016634	GO:0004729	Child-Parent
GO:0016635	GO:0004152	Child-Parent
GO:0016635	GO:0008177	Child-Parent
GO:0070405	GO:0019809	Child-Parent
GO:0070405	GO:0019810	Child-Parent
GO:0070405	GO:0019811	Child-Parent
GO:0070405	GO:0031210	Child-Parent
GO:0070405	GO:0033265	Child-Parent
GO:0070405	GO:0035240	Child-Parent
GO:0070405	GO:0042166	Child-Parent
GO:0070405	GO:0051378	Child-Parent
GO:0070336	GO:0070337	Child-Parent
GO:0038049	GO:0038051	Child-Parent
GO:0016742	GO:0004372	Child-Parent
GO:0016742	GO:0004479	Child-Parent
GO:0016742	GO:0004643	Child-Parent
GO:0016742	GO:0004644	Child-Parent
GO:0016742	GO:0030409	Child-Parent
GO:0016743	GO:0004070	Child-Parent
GO:0016743	GO:0004585	Child-Parent
GO:0016740	GO:0016741	Child-Parent
GO:0016740	GO:0016744	Child-Parent
GO:0016740	GO:0016746	Child-Parent
GO:0016740	GO:0016757	Child-Parent
GO:0016740	GO:0016765	Child-Parent
GO:0016740	GO:0016769	Child-Parent
GO:0016740	GO:0016772	Child-Parent
GO:0016740	GO:0016782	Child-Parent
GO:0016740	GO:0019776	Child-Parent
GO:0016740	GO:0019779	Child-Parent
GO:0016740	GO:0019787	Child-Parent
GO:0016740	GO:0061599	Child-Parent
GO:0016740	GO:0098621	Child-Parent
GO:0016741	GO:0008168	Child-Parent
GO:0016741	GO:0015068	Child-Parent
GO:0016741	GO:0016742	Child-Parent
GO:0016741	GO:0016743	Child-Parent
GO:0016746	GO:0016747	Child-Parent
GO:0016746	GO:0016755	Child-Parent
GO:0016746	GO:0046912	Child-Parent
GO:0016747	GO:0004312	Child-Parent
GO:0016747	GO:0008374	Child-Parent
GO:0016747	GO:0016407	Child-Parent
GO:0016747	GO:0016408	Child-Parent
GO:0016747	GO:0016409	Child-Parent
GO:0016747	GO:0016410	Child-Parent
GO:0016747	GO:0016417	Child-Parent
GO:0016747	GO:0016748	Child-Parent
GO:0016747	GO:0033819	Child-Parent
GO:0016747	GO:0042171	Child-Parent
GO:0016747	GO:0043754	Child-Parent
GO:0016747	GO:0047962	Child-Parent
GO:0016747	GO:0047963	Child-Parent
GO:0016747	GO:0050632	Child-Parent
GO:0016747	GO:0061711	Child-Parent
GO:0016747	GO:0102279	Child-Parent
GO:0016747	GO:0102336	Child-Parent
GO:0016747	GO:0102337	Child-Parent
GO:0016747	GO:0102338	Child-Parent
GO:0016747	GO:0102420	Child-Parent
GO:0016747	GO:0102756	Child-Parent
GO:0016747	GO:0102966	Child-Parent
GO:0016747	GO:0103045	Child-Parent
GO:0016747	GO:0103095	Child-Parent
GO:0016747	GO:1990698	Child-Parent
GO:0016744	GO:0004801	Child-Parent
GO:0016744	GO:0004802	Child-Parent
GO:0032138	GO:0032142	Child-Parent
GO:0032138	GO:0032143	Child-Parent
GO:0032135	GO:0000404	Child-Parent
GO:0032135	GO:0032138	Child-Parent
GO:0032135	GO:0032139	Child-Parent
GO:0016799	GO:0003875	Child-Parent
GO:0016799	GO:0003953	Child-Parent
GO:0016799	GO:0019104	Child-Parent
GO:0016799	GO:0050135	Child-Parent
GO:0016799	GO:0061812	Child-Parent
GO:0016799	GO:0070694	Child-Parent
GO:0016160	GO:0004556	Child-Parent
GO:0008527	GO:0033038	Child-Parent
GO:0008527	GO:0033040	Child-Parent
GO:0008527	GO:0033041	Child-Parent
GO:0016298	GO:0004620	Child-Parent
GO:0016298	GO:0004771	Child-Parent
GO:0016298	GO:0004806	Child-Parent
GO:0016298	GO:0047372	Child-Parent
GO:0016298	GO:0047714	Child-Parent
GO:1904455	GO:1904265	Child-Parent
GO:0017160	GO:0008321	Child-Parent
GO:0001016	GO:0001030	Child-Parent
GO:0001016	GO:0001031	Child-Parent
GO:0001016	GO:0001032	Child-Parent
GO:0001012	GO:0000977	Child-Parent
GO:0001010	GO:0001005	Child-Parent
GO:0001010	GO:0001133	Child-Parent
GO:0017116	GO:1990518	Child-Parent
GO:0030284	GO:0038052	Child-Parent
GO:0097493	GO:0030023	Child-Parent
GO:1900750	GO:0043295	Child-Parent
GO:1900750	GO:1904492	Child-Parent
GO:0035381	GO:0004931	Child-Parent
GO:0035381	GO:0005260	Child-Parent
GO:0017016	GO:0005088	Child-Parent
GO:0017016	GO:0008536	Child-Parent
GO:0017016	GO:0017048	Child-Parent
GO:0017016	GO:0017137	Child-Parent
GO:0017016	GO:0017160	Child-Parent
GO:0035014	GO:0046935	Child-Parent
GO:0022891	GO:0005275	Child-Parent
GO:0022891	GO:0005342	Child-Parent
GO:0022891	GO:0005372	Child-Parent
GO:0022891	GO:0008504	Child-Parent
GO:0022891	GO:0015075	Child-Parent
GO:0022891	GO:0015144	Child-Parent
GO:0022891	GO:0015166	Child-Parent
GO:0022891	GO:0015205	Child-Parent
GO:0022891	GO:0015234	Child-Parent
GO:0022891	GO:0015932	Child-Parent
GO:0022891	GO:0022838	Child-Parent
GO:0022891	GO:0022884	Child-Parent
GO:0022891	GO:0030184	Child-Parent
GO:0022891	GO:0035379	Child-Parent
GO:0022891	GO:0042887	Child-Parent
GO:0022891	GO:0042947	Child-Parent
GO:0022890	GO:0015077	Child-Parent
GO:0022890	GO:0046873	Child-Parent
GO:0022890	GO:0072509	Child-Parent
GO:0022890	GO:0099094	Child-Parent
GO:0022892	GO:0005319	Child-Parent
GO:0022892	GO:0015197	Child-Parent
GO:0022892	GO:0022891	Child-Parent
GO:0022892	GO:0090416	Child-Parent
GO:0098634	GO:0098639	Child-Parent
GO:0098634	GO:0098640	Child-Parent
GO:0098631	GO:0098632	Child-Parent
GO:0098631	GO:0098634	Child-Parent
GO:0098632	GO:0086080	Child-Parent
GO:0098632	GO:0098641	Child-Parent
GO:0036442	GO:0008553	Child-Parent
GO:0036442	GO:0046961	Child-Parent
GO:0004859	GO:0019834	Child-Parent
GO:0004857	GO:0005095	Child-Parent
GO:0004857	GO:0008073	Child-Parent
GO:0004857	GO:0008428	Child-Parent
GO:0004857	GO:0010521	Child-Parent
GO:0004857	GO:0019210	Child-Parent
GO:0004857	GO:0019212	Child-Parent
GO:0004857	GO:0030251	Child-Parent
GO:0004857	GO:0030414	Child-Parent
GO:0004857	GO:0036479	Child-Parent
GO:0004857	GO:0036487	Child-Parent
GO:0004857	GO:0042030	Child-Parent
GO:0004857	GO:0046811	Child-Parent
GO:0004857	GO:0055102	Child-Parent
GO:0004857	GO:0055105	Child-Parent
GO:0004857	GO:0060703	Child-Parent
GO:0008194	GO:0008375	Child-Parent
GO:0008194	GO:0008376	Child-Parent
GO:0008194	GO:0015020	Child-Parent
GO:0008194	GO:0035250	Child-Parent
GO:0008194	GO:0035251	Child-Parent
GO:0008194	GO:0035252	Child-Parent
GO:0008194	GO:0050501	Child-Parent
GO:0008194	GO:0097363	Child-Parent
GO:0004527	GO:0004528	Child-Parent
GO:0004527	GO:0004532	Child-Parent
GO:0004527	GO:0008408	Child-Parent
GO:0004527	GO:0008409	Child-Parent
GO:0004527	GO:0016796	Child-Parent
GO:0004521	GO:0016891	Child-Parent
GO:0004521	GO:0016892	Child-Parent
GO:0004520	GO:0000014	Child-Parent
GO:0004520	GO:0016888	Child-Parent
GO:0004520	GO:0016889	Child-Parent
GO:0004520	GO:0016890	Child-Parent
GO:0004520	GO:0048256	Child-Parent
GO:0005030	GO:0010465	Child-Parent
GO:0005030	GO:0060175	Child-Parent
GO:0002020	GO:0089720	Child-Parent
GO:0002020	GO:1990381	Child-Parent
GO:0031821	GO:0031826	Child-Parent
GO:0005215	GO:0005326	Child-Parent
GO:0005215	GO:0005344	Child-Parent
GO:0005215	GO:0005487	Child-Parent
GO:0005215	GO:0019534	Child-Parent
GO:0005215	GO:0022857	Child-Parent
GO:0005215	GO:0022892	Child-Parent
GO:0005215	GO:0035615	Child-Parent
GO:0005215	GO:0038024	Child-Parent
GO:0005215	GO:0042910	Child-Parent
GO:0005215	GO:0042931	Child-Parent
GO:0005215	GO:0051183	Child-Parent
GO:0005215	GO:0051184	Child-Parent
GO:0005215	GO:0090484	Child-Parent
GO:0005215	GO:1901505	Child-Parent
GO:0005216	GO:0005244	Child-Parent
GO:0005216	GO:0005253	Child-Parent
GO:0005216	GO:0005261	Child-Parent
GO:0005216	GO:0008381	Child-Parent
GO:0005216	GO:0015276	Child-Parent
GO:0005216	GO:0097603	Child-Parent
GO:0005217	GO:0005221	Child-Parent
GO:0005217	GO:0005260	Child-Parent
GO:0005217	GO:0015278	Child-Parent
GO:0044390	GO:0031624	Child-Parent
GO:0016300	GO:0030697	Child-Parent
GO:0000295	GO:0005347	Child-Parent
GO:0000295	GO:0015217	Child-Parent
GO:0000295	GO:0015228	Child-Parent
GO:0000295	GO:0046964	Child-Parent
GO:0000295	GO:0080122	Child-Parent
GO:0031628	GO:0031851	Child-Parent
GO:0031628	GO:0031852	Child-Parent
GO:0004983	GO:0001601	Child-Parent
GO:0004983	GO:0001602	Child-Parent
GO:0005109	GO:0005110	Child-Parent
GO:0004985	GO:0001626	Child-Parent
GO:0004985	GO:0004979	Child-Parent
GO:0004985	GO:0038046	Child-Parent
GO:0004985	GO:0038047	Child-Parent
GO:0004985	GO:0038048	Child-Parent
GO:0005102	GO:0001664	Child-Parent
GO:0005102	GO:0005112	Child-Parent
GO:0005102	GO:0005113	Child-Parent
GO:0005102	GO:0005115	Child-Parent
GO:0005102	GO:0005124	Child-Parent
GO:0005102	GO:0005126	Child-Parent
GO:0005102	GO:0005158	Child-Parent
GO:0005102	GO:0005159	Child-Parent
GO:0005102	GO:0005176	Child-Parent
GO:0005102	GO:0005178	Child-Parent
GO:0005102	GO:0016922	Child-Parent
GO:0005102	GO:0017098	Child-Parent
GO:0005102	GO:0017162	Child-Parent
GO:0005102	GO:0030156	Child-Parent
GO:0005102	GO:0030215	Child-Parent
GO:0005102	GO:0030971	Child-Parent
GO:0005102	GO:0033130	Child-Parent
GO:0005102	GO:0033612	Child-Parent
GO:0005102	GO:0034190	Child-Parent
GO:0005102	GO:0034987	Child-Parent
GO:0005102	GO:0035254	Child-Parent
GO:0005102	GO:0035325	Child-Parent
GO:0005102	GO:0038191	Child-Parent
GO:0005102	GO:0039552	Child-Parent
GO:0005102	GO:0042043	Child-Parent
GO:0005102	GO:0042287	Child-Parent
GO:0005102	GO:0042608	Child-Parent
GO:0005102	GO:0042609	Child-Parent
GO:0005102	GO:0042610	Child-Parent
GO:0005102	GO:0042975	Child-Parent
GO:0005102	GO:0043125	Child-Parent
GO:0005102	GO:0046703	Child-Parent
GO:0005102	GO:0046789	Child-Parent
GO:0005102	GO:0046875	Child-Parent
GO:0005102	GO:0048018	Child-Parent
GO:0005102	GO:0048019	Child-Parent
GO:0005102	GO:0048495	Child-Parent
GO:0005102	GO:0050786	Child-Parent
GO:0005102	GO:0050811	Child-Parent
GO:0005102	GO:0051427	Child-Parent
GO:0005102	GO:0070325	Child-Parent
GO:0005102	GO:0070851	Child-Parent
GO:0005102	GO:0090722	Child-Parent
GO:0005102	GO:0097109	Child-Parent
GO:0005102	GO:1990459	Child-Parent
GO:0005102	GO:1990460	Child-Parent
GO:0032404	GO:0032405	Child-Parent
GO:0032404	GO:0032407	Child-Parent
GO:0005104	GO:0005105	Child-Parent
GO:0005104	GO:0005111	Child-Parent
GO:0001640	GO:0001641	Child-Parent
GO:0001640	GO:0001642	Child-Parent
GO:0045125	GO:0038036	Child-Parent
GO:0045125	GO:0070915	Child-Parent
GO:0004180	GO:0004181	Child-Parent
GO:0004180	GO:0004185	Child-Parent
GO:0004180	GO:0016807	Child-Parent
GO:0004675	GO:0005024	Child-Parent
GO:0004675	GO:0017002	Child-Parent
GO:0004675	GO:0098821	Child-Parent
GO:0004674	GO:0004675	Child-Parent
GO:0004674	GO:0004676	Child-Parent
GO:0004674	GO:0004677	Child-Parent
GO:0004674	GO:0004679	Child-Parent
GO:0004674	GO:0004683	Child-Parent
GO:0004674	GO:0004687	Child-Parent
GO:0004674	GO:0004690	Child-Parent
GO:0004674	GO:0004693	Child-Parent
GO:0004674	GO:0004694	Child-Parent
GO:0004674	GO:0004697	Child-Parent
GO:0004674	GO:0004702	Child-Parent
GO:0004674	GO:0004703	Child-Parent
GO:0004674	GO:0004711	Child-Parent
GO:0004674	GO:0008353	Child-Parent
GO:0004674	GO:0008384	Child-Parent
GO:0004674	GO:0009931	Child-Parent
GO:0004674	GO:0033867	Child-Parent
GO:0004674	GO:0034211	Child-Parent
GO:0004674	GO:0035174	Child-Parent
GO:0004674	GO:0035184	Child-Parent
GO:0004674	GO:0072518	Child-Parent
GO:0099095	GO:0005260	Child-Parent
GO:0099095	GO:0008068	Child-Parent
GO:0099095	GO:0016934	Child-Parent
GO:0099095	GO:0022851	Child-Parent
GO:0099095	GO:0022852	Child-Parent
GO:0003884	GO:0008445	Child-Parent
GO:0004673	GO:0000155	Child-Parent
GO:0004672	GO:0004673	Child-Parent
GO:0004672	GO:0004674	Child-Parent
GO:0004672	GO:0004712	Child-Parent
GO:0004672	GO:0004713	Child-Parent
GO:0004672	GO:0004740	Child-Parent
GO:0004672	GO:0010857	Child-Parent
GO:0004672	GO:0019199	Child-Parent
GO:0004672	GO:0019912	Child-Parent
GO:0004672	GO:0035173	Child-Parent
GO:0004672	GO:0047322	Child-Parent
GO:0004672	GO:0047323	Child-Parent
GO:0004672	GO:0047696	Child-Parent
GO:0004672	GO:0050254	Child-Parent
GO:0004672	GO:0050321	Child-Parent
GO:0004672	GO:0050405	Child-Parent
GO:0004672	GO:0097472	Child-Parent
GO:0015220	GO:0005307	Child-Parent
GO:0015222	GO:0005335	Child-Parent
GO:0042979	GO:0008073	Child-Parent
GO:0042979	GO:0042978	Child-Parent
GO:0042974	GO:0046965	Child-Parent
GO:0008297	GO:0008310	Child-Parent
GO:0008297	GO:0045145	Child-Parent
GO:0008296	GO:0008310	Child-Parent
GO:0008296	GO:0008311	Child-Parent
GO:1901363	GO:0001882	Child-Parent
GO:1901363	GO:0002054	Child-Parent
GO:1901363	GO:0003676	Child-Parent
GO:1901363	GO:0005528	Child-Parent
GO:1901363	GO:0005542	Child-Parent
GO:1901363	GO:0008431	Child-Parent
GO:1901363	GO:0009374	Child-Parent
GO:1901363	GO:0016596	Child-Parent
GO:1901363	GO:0019811	Child-Parent
GO:1901363	GO:0030170	Child-Parent
GO:1901363	GO:0030975	Child-Parent
GO:1901363	GO:0030976	Child-Parent
GO:1901363	GO:0034617	Child-Parent
GO:1901363	GO:0043544	Child-Parent
GO:1901363	GO:0043546	Child-Parent
GO:1901363	GO:0046906	Child-Parent
GO:1901363	GO:0051378	Child-Parent
GO:1901363	GO:0051870	Child-Parent
GO:1901363	GO:0070280	Child-Parent
GO:1901363	GO:0072570	Child-Parent
GO:1901363	GO:1901265	Child-Parent
GO:1901363	GO:1901707	Child-Parent
GO:1901363	GO:1902444	Child-Parent
GO:1901363	GO:1904408	Child-Parent
GO:0015085	GO:0005262	Child-Parent
GO:0015085	GO:0005388	Child-Parent
GO:0015085	GO:0015368	Child-Parent
GO:0016628	GO:0000246	Child-Parent
GO:0016628	GO:0004074	Child-Parent
GO:0016628	GO:0004319	Child-Parent
GO:0016628	GO:0008670	Child-Parent
GO:0016628	GO:0017113	Child-Parent
GO:0016628	GO:0019166	Child-Parent
GO:0016628	GO:0032440	Child-Parent
GO:0016628	GO:0035671	Child-Parent
GO:0016628	GO:0036134	Child-Parent
GO:0016628	GO:0047115	Child-Parent
GO:0016628	GO:0047117	Child-Parent
GO:0016628	GO:0047522	Child-Parent
GO:0016628	GO:0047598	Child-Parent
GO:0016628	GO:0050613	Child-Parent
GO:0016628	GO:0050614	Child-Parent
GO:0016628	GO:0102389	Child-Parent
GO:0008504	GO:0005329	Child-Parent
GO:0008504	GO:0005333	Child-Parent
GO:0008504	GO:0015222	Child-Parent
GO:0016624	GO:0003863	Child-Parent
GO:0016624	GO:0004591	Child-Parent
GO:0016624	GO:0004739	Child-Parent
GO:0008509	GO:0005253	Child-Parent
GO:0008509	GO:0008514	Child-Parent
GO:0008509	GO:0015103	Child-Parent
GO:0008509	GO:0015296	Child-Parent
GO:0008509	GO:0015301	Child-Parent
GO:0008509	GO:0043225	Child-Parent
GO:0016620	GO:0001758	Child-Parent
GO:0016620	GO:0004028	Child-Parent
GO:0016620	GO:0004029	Child-Parent
GO:0016620	GO:0004030	Child-Parent
GO:0016620	GO:0004043	Child-Parent
GO:0016620	GO:0004350	Child-Parent
GO:0016620	GO:0004365	Child-Parent
GO:0016620	GO:0004491	Child-Parent
GO:0016620	GO:0004777	Child-Parent
GO:0016620	GO:0009013	Child-Parent
GO:0016620	GO:0017084	Child-Parent
GO:0016620	GO:0018478	Child-Parent
GO:0016620	GO:0034602	Child-Parent
GO:0016620	GO:0034604	Child-Parent
GO:0016620	GO:0047105	Child-Parent
GO:0016620	GO:0080019	Child-Parent
GO:0016620	GO:0102965	Child-Parent
GO:0016623	GO:0004031	Child-Parent
GO:0016623	GO:0047969	Child-Parent
GO:0016623	GO:0102797	Child-Parent
GO:0016623	GO:0102798	Child-Parent
GO:0046873	GO:0015079	Child-Parent
GO:0046873	GO:0015081	Child-Parent
GO:0046873	GO:0015085	Child-Parent
GO:0046873	GO:0015094	Child-Parent
GO:0046873	GO:0015095	Child-Parent
GO:0046873	GO:0046915	Child-Parent
GO:0046873	GO:0051139	Child-Parent
GO:0046872	GO:0000287	Child-Parent
GO:0046872	GO:0005509	Child-Parent
GO:0046872	GO:0031420	Child-Parent
GO:0046872	GO:0046911	Child-Parent
GO:0046872	GO:0046914	Child-Parent
GO:1901567	GO:0000062	Child-Parent
GO:1901567	GO:0050542	Child-Parent
GO:0003916	GO:0003917	Child-Parent
GO:0003916	GO:0003918	Child-Parent
GO:0016755	GO:0000048	Child-Parent
GO:0016755	GO:0003810	Child-Parent
GO:0016755	GO:0003839	Child-Parent
GO:0016755	GO:0004057	Child-Parent
GO:0016755	GO:0016603	Child-Parent
GO:0016755	GO:0102953	Child-Parent
GO:0016757	GO:0008194	Child-Parent
GO:0016757	GO:0008373	Child-Parent
GO:0016757	GO:0016758	Child-Parent
GO:0016757	GO:0016763	Child-Parent
GO:0000990	GO:0000991	Child-Parent
GO:0000990	GO:0000995	Child-Parent
GO:0000990	GO:0001181	Child-Parent
GO:0016758	GO:0000030	Child-Parent
GO:0016758	GO:0003844	Child-Parent
GO:0016758	GO:0004134	Child-Parent
GO:0016758	GO:0004576	Child-Parent
GO:0016758	GO:0004645	Child-Parent
