node1	node2	sim
ACTB	HIST1H2AJ	0.9655990510083036
ACTB	HIST1H4A	0.9620403321470936
ACTB	HIST1H4B	0.9673784104389088
ACTB	HIST1H4J	0.9608540925266904
ACTB	HIST3H3	0.9555160142348756
ACTB	HIST4H4	0.9626334519572954
ACTB	MORF4L2	0.9531435349940688
ACTB	NOTCH1	0.9561091340450772
ACTB	PYGO1	0.9703440094899171
ACTB	RARB	0.9697508896797152
ACTB	SIN3A	0.9703440094899171
ACTB	SIN3B	0.9620403321470936
ACTB	SMARCB1	0.9727164887307236
ACTB	SMARCD1	0.957888493475682
ACTB	SP1	0.9626334519572954
ACTB	SPTAN1	0.975682087781732
ACTB	SUPT5H	0.9584816132858838
ACTB	SUPT6H	0.954329774614472
ACTB	TP53	0.9839857651245552
ACTN2	ACTN4	0.9946619217081852
ACTN2	AKAP5	0.9750889679715302
ACTN2	AKAP6	0.9970344009489918
ACTN2	ANK2	0.9661921708185052
ACTN2	ANK3	0.9567022538552789
ACTN2	APBA2	0.9718268090154212
ACTN2	ATP2B2	0.9768683274021353
ACTN2	ATP2B4	0.9804270462633452
ACTN2	CACNA1A	0.9916963226571768
ACTN2	CALB2	0.9762752075919336
ACTN2	CALML6	0.9845788849347568
ACTN2	CAMK2A	0.9922894424673784
ACTN2	CAMK2B	0.9940688018979834
ACTN2	CNTN2	0.951067615658363
ACTN2	DCC	0.9617437722419928
ACTN2	DTNA	0.9584816132858838
ACTN2	ELAVL4	0.951364175563464
ACTN2	EPB41L2	0.9575919335705813
ACTN2	ERBB4	0.9851720047449584
ACTN2	GFRA2	0.9706405693950176
ACTN2	GRIK2	0.966785290628707
ACTN2	GRIN2A	0.9937722419928824
ACTN2	GRIN2B	0.9979240806642942
ACTN2	HPCAL4	0.957888493475682
ACTN2	KCNJ9	0.966785290628707
ACTN2	KCNQ2	0.9715302491103204
ACTN2	KIF5A	0.9780545670225386
ACTN2	LGI1	0.9762752075919336
ACTN2	LRRTM2	0.9590747330960854
ACTN2	MAGI2	0.952846975088968
ACTN2	MAP2	0.9590747330960854
ACTN2	MAP3K9	0.9762752075919336
ACTN2	MAPT	0.9519572953736656
ACTN2	MMP16	0.9730130486358244
ACTN2	NEFL	0.9911032028469752
ACTN2	NLGN1	0.9516607354685648
ACTN2	NRCAM	0.9718268090154212
ACTN2	PPP2R2B	0.9540332147093712
ACTN2	PRKCE	0.961447212336892
ACTN2	RET	0.9922894424673784
ACTN2	RPS6KA6	0.9801304863582444
ACTN2	RYR3	0.9934756820877816
ACTN2	SCN10A	0.9706405693950176
ACTN2	SCN2A	0.9567022538552789
ACTN2	SHANK2	0.9569988137603797
ACTN2	SLITRK3	0.9525504151838672
ACTN2	SNTG2	0.9504744958481612
ACTN2	SPTAN1	0.9727164887307236
ACTN2	SPTBN1	0.9905100830367736
ACTN2	SPTBN4	0.9676749703440096
ACTN2	SYN1	0.9709371293001186
ACTN2	TTN	0.986061684460261
ACTN4	CTNNB1	0.9537366548042704
ACTN4	GRIN2B	0.9626334519572954
ACTN4	IGF1R	0.975682087781732
ACTN4	JAG2	0.972123368920522
ACTN4	MYH10	0.9762752075919336
ACTN4	MYL12B	0.9673784104389088
ACTN4	MYO1B	0.986061684460261
ACTN4	PTK7	0.9970344009489918
ACTN4	RET	0.9827995255041518
ACTN4	SPTAN1	0.9994068801897984
ACTN4	SPTBN1	0.9940688018979834
ACTN4	TANC1	0.954329774614472
ACTN4	TTN	0.9857651245551602
ACTN4	WIZ	0.9596678529062872
ADAM17	APH1A	0.99644128113879
ADAM17	PSEN1	0.9952550415183868
ADAM17	PSEN2	0.9905100830367736
ADAM17	PSENEN	0.9976275207591934
ADGRL2	ANK3	0.9747924080664294
ADGRL2	ATP2B4	0.9807236061684459
ADGRL2	DST	0.9798339264531436
ADGRL2	ENAH	0.9905100830367736
ADGRL2	EPB41L2	0.9780545670225386
ADGRL2	EYS	0.9908066429418744
ADGRL2	FLRT3	0.9911032028469752
ADGRL2	IQSEC2	0.9750889679715302
ADGRL2	ISX	0.9804270462633452
ADGRL2	JAG2	0.9854685646500594
ADGRL2	LAMC1	0.9952550415183868
ADGRL2	MYO1B	0.9804270462633452
ADGRL2	PALM2	0.9916963226571768
ADGRL2	PSENEN	0.9569988137603797
ADGRL2	PTK7	0.954329774614472
ADGRL2	PTPN13	0.9970344009489918
ADGRL2	PTPRZ1	0.9679715302491104
ADGRL2	ROR2	0.9994068801897984
ADGRL2	SCUBE3	0.9994068801897984
ADGRL2	TENM4	0.9804270462633452
ADGRL2	TNIK	0.9813167259786476
ADGRL2	TRIO	0.9804270462633452
ADGRL2	UNC5A	0.9845788849347568
ADGRL2	UNC5B	0.9934756820877816
ADGRL2	UNC5D	0.965005931198102
ADGRL2	YAP1	0.9605575326215896
ADNP	ANKRD17	0.9626334519572954
ADNP	BAZ1A	0.9709371293001186
ADNP	CHD1	0.966785290628707
ADNP	CREBBP	0.972123368920522
ADNP	EP300	0.9703440094899171
ADNP	ERBIN	0.9525504151838672
ADNP	FMR1	0.9881376037959668
ADNP	MAML1	0.951364175563464
ADNP	PDS5B	0.9590747330960854
ADNP	PRDM10	0.9537366548042704
ADNP	PUM1	0.9887307236061684
ADNP	PUM2	0.965005931198102
ADNP	RBPJ	0.9703440094899171
ADNP	REV3L	0.9578884934756822
ADNP	SCAF8	0.9813167259786476
ADNP	SETD2	0.9537366548042704
ADNP	SMAD2	0.9549228944246738
ADNP	SMC5	0.9501779359430604
ADNP	SPAST	0.965005931198102
ADNP	TLK2	0.9922894424673784
ADNP	TPR	0.954329774614472
ADNP	TRIM33	0.9567022538552789
ADNP	USP24	0.963226571767497
ADNP	USP7	0.9709371293001188
ADNP	ZC3H11A	0.954329774614472
ADNP	ZNF217	0.9590747330960854
ADNP	ZZZ3	0.9525504151838672
AFDN	APH1A	0.9869513641755636
AFDN	ARMC5	0.9641162514827996
AFDN	BID	0.951364175563464
AFDN	BRAP	0.9946619217081852
AFDN	DACT3	0.9851720047449584
AFDN	ENAH	0.951364175563464
AFDN	ERBB4	0.9531435349940688
AFDN	EYS	0.9658956109134044
AFDN	FAM110A	0.9976275207591934
AFDN	FAM53C	0.9952550415183868
AFDN	GAREM1	0.9653024911032028
AFDN	IGF1R	0.9561091340450772
AFDN	KSR1	0.9780545670225383
AFDN	MRAS	0.9661921708185052
AFDN	MYCN	0.9602609727164888
AFDN	NF1	0.9863582443653618
AFDN	NRTN	0.9762752075919336
AFDN	PGF	0.99288256227758
AFDN	PLEKHA7	0.9958481613285884
AFDN	PPP2R2B	0.9525504151838672
AFDN	PSEN1	0.966785290628707
AFDN	PSEN2	0.9839857651245552
AFDN	PSENEN	0.968564650059312
AFDN	PTPN13	0.99288256227758
AFDN	RALGPS2	0.9572953736654805
AFDN	SGK1	0.9744958481613286
AFDN	SIPA1L1	0.9946619217081852
AFDN	SRGAP2	0.9922894424673784
AFDN	TANC1	0.9733096085409252
AFDN	TIAM1	0.9881376037959668
AFDN	TLE1	0.9697508896797152
AFDN	TNFRSF10D	0.9780545670225386
AFF2	BRAP	0.998220640569395
AFF2	DACT3	0.9706405693950176
AFF2	ECSCR	0.9922894424673784
AFF2	GFRA1	0.9845788849347568
AFF2	GPR113	0.9922894424673784
AFF2	KBTBD4	0.9922894424673784
AFF2	KIAA1549	0.979240806642942
AFF2	KSR1	0.99644128113879
AFF2	MAGI2	0.9691577698695136
AFF2	MAGI3	0.9866548042704626
AFF2	MRAS	0.9810201660735468
AFF2	NAP1L6	0.9916963226571768
AFF2	PALD1	0.975682087781732
AFF2	PDZD7	0.9804270462633452
AFF2	PSEN1	0.9694543297746144
AFF2	PTPRZ1	0.9617437722419928
AFF2	STRN	0.9572953736654805
AGAP4	AGAP7P	0.9590747330960854
AGAP4	C19orf68	0.9863582443653618
AGAP4	EID2B	0.99288256227758
AGAP4	GOLGA3	0.9916963226571768
AGAP4	KIFC2	0.9857651245551602
AGAP4	LOC105370298	0.9620403321470936
AGAP4	MAGEE1	0.9730130486358244
AGAP4	NHLRC4	0.9863582443653618
AGAP4	PRR20A	0.9620403321470936
AGAP4	PRR20D	0.9620403321470936
AGAP4	TIGD3	0.9875444839857652
AGAP4	TIGD4	0.9875444839857652
AGAP4	TIGD7	0.9875444839857652
AGAP4	TJAP1	0.9866548042704626
AGAP4	UFSP1	0.9804270462633452
AGAP7P	PGF	0.9519572953736656
AGAP7P	SLC16A6	0.9997034400948992
AGAP7P	TJAP1	0.9525504151838672
AGO2	EP300	0.9679715302491104
AGO2	KMT2E	0.9519572953736656
AGO2	OTUD4	0.9691577698695136
AGO3	ATF7IP	0.9507710557532624
AGO3	CEP350	0.9525504151838672
AGO3	DDX17	0.9561091340450772
AGO3	LYST	0.9519572953736656
AGO3	NKTR	0.968564650059312
AGO3	PRRC2C	0.9620403321470936
AGO3	THOC2	0.9531435349940688
AGO3	TMEM260	0.9519572953736656
AGO3	ZNF136	0.9899169632265716
AIRE	BRPF3	0.9940688018979834
AIRE	DNMT3A	0.9572953736654805
AIRE	DOT1L	0.9661921708185052
AIRE	HIST2H3C	0.9537366548042704
AIRE	ING1	0.975682087781732
AIRE	ING2	0.9881376037959668
AIRE	ING4	0.9946619217081852
AIRE	ING5	0.9881376037959668
AIRE	JADE1	0.9875444839857652
AIRE	JADE2	0.9916963226571768
AIRE	KDM2B	0.966785290628707
AIRE	KDM4A	0.9644128113879004
AIRE	MLLT10	0.9525504151838672
AIRE	NSD1	0.9602609727164888
AIRE	PHF1	0.9697508896797152
AIRE	PHF12	0.9911032028469752
AIRE	PHF15	0.9572953736654805
AIRE	PHF19	0.9976275207591934
AIRE	SETD7	0.951364175563464
AIRE	TAF3	0.9916963226571768
AKAP10	BIRC6	0.9525504151838672
AKAP10	KIAA1109	0.963226571767497
AKAP10	PAPD4	0.99288256227758
AKAP10	PCNX1	0.9733096085409252
AKAP10	RASA2	0.9519572953736656
AKAP10	TTC17	0.972123368920522
AKAP13	ANKRD11	0.9715302491103204
AKAP13	ATF7IP	0.9988137603795968
AKAP13	DCLRE1C	0.9661921708185052
AKAP13	LRRFIP1	0.9958481613285884
AKAP13	LYST	0.9911032028469752
AKAP13	PCNX1	0.9525504151838672
AKAP13	TAOK1	0.9869513641755634
AKAP13	ZBTB20	0.9750889679715302
AKAP13	ZNF136	0.961447212336892
AKAP5	ATP2B4	0.9501779359430604
AKAP5	CACNA1A	0.9833926453143536
AKAP5	CALML6	0.9857651245551602
AKAP5	CAMK2B	0.9507710557532622
AKAP5	DCC	0.963226571767497
AKAP5	FEZF2	0.9694543297746144
AKAP5	GFRA2	0.9848754448398576
AKAP5	GRIK2	0.9709371293001186
AKAP5	KCNJ9	0.9673784104389088
AKAP5	KSR1	0.9679715302491104
AKAP5	LGI1	0.9845788849347568
AKAP5	MAP2	0.9617437722419928
AKAP5	MROH6	0.9931791221826808
AKAP5	MT3	0.9816132858837484
AKAP5	MYL12B	0.9768683274021353
AKAP5	NEFL	0.9869513641755634
AKAP5	PPFIA2	0.9602609727164888
AKAP5	PRKCE	0.9516607354685648
AKAP5	PYGL	0.980723606168446
AKAP5	RASGRP1	0.9922894424673784
AKAP5	RNF186	0.9507710557532622
AKAP5	RYR3	0.9626334519572954
AKAP5	SLC24A2	0.973606168446026
AKAP5	SLC8A2	0.957888493475682
AKAP5	SLITRK3	0.99288256227758
AKAP5	SYNGAP1	0.9765717674970344
AKAP5	TNFRSF10D	0.957888493475682
AKAP5	TTN	0.9857651245551602
AKAP6	ANK2	0.9810201660735468
AKAP6	ARTN	0.9733096085409252
AKAP6	ATP2B2	0.961447212336892
AKAP6	ATP2B4	0.957888493475682
AKAP6	CAMK2A	0.98220640569395
AKAP6	CAMK2B	0.9827995255041518
AKAP6	CNTN1	0.9673784104389088
AKAP6	CNTN2	0.9501779359430604
AKAP6	CYS1	0.9552194543297746
AKAP6	DTNA	0.9869513641755634
AKAP6	EPB41L2	0.972123368920522
AKAP6	GABRA4	0.9555160142348754
AKAP6	GRIN2A	0.9774614472123369
AKAP6	GRIN2B	0.9952550415183868
AKAP6	HPCAL4	0.9644128113879002
AKAP6	ISL1	0.9567022538552789
AKAP6	KCNQ2	0.9774614472123369
AKAP6	KLHL4	0.9623368920521944
AKAP6	LGI1	0.9703440094899171
AKAP6	LRRTM2	0.9546263345195728
AKAP6	MAGI2	0.9694543297746144
AKAP6	MLC1	0.9584816132858838
AKAP6	MMP16	0.9768683274021353
AKAP6	NEFL	0.9706405693950176
AKAP6	NFASC	0.951364175563464
AKAP6	OMG	0.9608540925266904
AKAP6	RASGRP1	0.9679715302491104
AKAP6	RET	0.973902728351127
AKAP6	RYR3	0.9540332147093712
AKAP6	SCN10A	0.9801304863582444
AKAP6	SCN11A	0.9727164887307236
AKAP6	SCN1A	0.9845788849347568
AKAP6	SCN4B	0.9813167259786476
AKAP6	SCN7A	0.9691577698695136
AKAP6	SCN9A	0.9641162514827994
AKAP6	SLC6A1	0.9741992882562278
AKAP6	SLC8A2	0.9561091340450772
AKAP6	SNTG2	0.975682087781732
AKAP6	SPTBN1	0.9801304863582444
AKAP6	SPTBN4	0.959964412811388
AKAP6	TTN	0.9798339264531436
AKAP6	UNC5D	0.9572953736654805
AKAP9	APC	0.9537366548042704
AKAP9	ATAD2B	0.9507710557532624
AKAP9	ATRX	0.9525504151838672
AKAP9	CCDC93	0.9673784104389088
AKAP9	CEP350	0.951364175563464
AKAP9	CHD9	0.9620403321470936
AKAP9	FMR1	0.9744958481613286
AKAP9	FRYL	0.9620403321470936
AKAP9	ITSN2	0.9786476868327404
AKAP9	KIAA1109	0.9590747330960854
AKAP9	KIDINS220	0.9608540925266904
AKAP9	MARK3	0.9661921708185052
AKAP9	MGEA5	0.9596678529062872
AKAP9	N4BP2L2	0.9590747330960854
AKAP9	NIPBL	0.9501779359430604
AKAP9	PHF3	0.9531435349940688
AKAP9	PNISR	0.9626334519572954
AKAP9	SON	0.9531435349940688
AKAP9	USP24	0.973902728351127
AKAP9	USP34	0.9620403321470936
AKAP9	ZCCHC11	0.9549228944246738
AKAP9	ZNF638	0.9798339264531436
ANK2	ANK3	1.0
ANK2	ATP2B2	0.9537366548042704
ANK2	CACNA1A	0.9567022538552789
ANK2	CALB2	0.959667852906287
ANK2	CAMK2A	0.9727164887307236
ANK2	CAMK2B	0.9857651245551602
ANK2	CNTN1	0.952846975088968
ANK2	CNTN2	0.9661921708185052
ANK2	DCC	0.9638196915776986
ANK2	DNM1	0.965005931198102
ANK2	DTNA	0.973902728351127
ANK2	ERBB4	0.9555160142348756
ANK2	FABP7	0.9679715302491104
ANK2	GABRA4	0.9608540925266904
ANK2	GPM6B	0.9611506524317912
ANK2	GRIK2	0.9712336892052196
ANK2	GRIN2A	0.9765717674970344
ANK2	GRIN2B	0.9561091340450772
ANK2	HPCAL4	0.98220640569395
ANK2	KCNQ2	0.9727164887307236
ANK2	KIF5A	0.966488730723606
ANK2	LGI1	0.968564650059312
ANK2	LRRN2	0.973902728351127
ANK2	MAPT	0.9584816132858838
ANK2	MCOLN2	0.9525504151838672
ANK2	MMP16	0.9816132858837484
ANK2	NFASC	0.9958481613285884
ANK2	NGFR	0.9561091340450772
ANK2	NLGN1	0.9540332147093712
ANK2	NRCAM	0.9940688018979834
ANK2	NTRK2	0.9872479240806644
ANK2	OMG	0.965005931198102
ANK2	PPP2R2B	0.961447212336892
ANK2	PRKCE	0.9673784104389088
ANK2	PTPRZ1	0.9567022538552789
ANK2	SCN10A	0.9863582443653618
ANK2	SCN11A	0.9866548042704626
ANK2	SCN1A	0.9827995255041518
ANK2	SCN2A	0.9741992882562278
ANK2	SCN3A	0.9887307236061684
ANK2	SCN4B	0.989916963226572
ANK2	SCN7A	0.989916963226572
ANK2	SCN9A	0.9825029655990508
ANK2	SHANK2	0.9727164887307236
ANK2	SLC24A2	0.9590747330960854
ANK2	SLC6A1	0.9762752075919336
ANK2	SLC8A2	0.9590747330960854
ANK2	SPTAN1	0.9845788849347568
ANK2	SPTBN1	0.9887307236061684
ANK2	SPTBN4	0.989916963226572
ANK2	SRI	0.9522538552787664
ANK2	SYN1	0.968564650059312
ANK2	TTN	0.9552194543297746
ANK3	CAMK2A	0.9620403321470936
ANK3	CAMK2B	0.9620403321470936
ANK3	DST	0.9762752075919336
ANK3	GRIN2A	0.9587781731909846
ANK3	HPCAL4	0.9549228944246736
ANK3	KANK1	0.959964412811388
ANK3	LRRN2	0.9697508896797152
ANK3	MAP3K9	0.966785290628707
ANK3	MEF2C	0.9661921708185054
ANK3	NFASC	0.9863582443653618
ANK3	NKAIN3	0.9617437722419928
ANK3	NRCAM	0.9869513641755634
ANK3	PTPRZ1	0.9641162514827994
ANK3	SCN10A	0.966785290628707
ANK3	SCN11A	0.9875444839857652
ANK3	SCN1A	0.9845788849347568
ANK3	SCN2A	0.959964412811388
ANK3	SCN3A	0.9905100830367736
ANK3	SCN4B	0.9899169632265716
ANK3	SCN7A	0.989916963226572
ANK3	SCN9A	0.9863582443653618
ANK3	SHANK2	0.9810201660735468
ANK3	SPTAN1	0.9887307236061684
ANK3	SPTBN1	0.9922894424673784
ANK3	SPTBN4	0.9786476868327404
ANK3	UNC5B	0.973606168446026
ANKFN1	FABP7	0.9581850533807829
ANKFN1	FLRT3	0.9916963226571768
ANKFN1	GPM6B	0.9875444839857652
ANKFN1	LRRTM2	0.9537366548042704
ANKFN1	MOG	0.9611506524317912
ANKFN1	NEO1	0.9916963226571768
ANKFN1	PLP1	0.987841043890866
ANKFN1	ROR2	0.9970344009489918
ANKFN1	TMEM132B	1.0
ANKHD1	LCOR	0.9839857651245552
ANKIB1	UBN2	0.972123368920522
ANKRD11	CCNT1	0.9519572953736656
ANKRD11	NFAT5	0.9851720047449586
ANKRD11	PRR11	0.9501779359430604
ANKRD11	SFSWAP	0.99288256227758
ANKRD12	ARID4A	0.965005931198102
ANKRD12	ATAD2B	0.9756820877817318
ANKRD12	ATRX	0.9739027283511268
ANKRD12	BAZ2B	0.9857651245551602
ANKRD12	BICRAL	0.9641162514827994
ANKRD12	BIRC6	0.9638196915776986
ANKRD12	BRWD1	0.9946619217081852
ANKRD12	CCNT2	0.9605575326215896
ANKRD12	CEP350	0.9827995255041518
ANKRD12	CHD9	0.9842823250296558
ANKRD12	CREB1	0.973902728351127
ANKRD12	DENND4A	0.952846975088968
ANKRD12	DNAJB14	1.0
ANKRD12	DOPEY1	0.9839857651245552
ANKRD12	ERBIN	0.9739027283511268
ANKRD12	FMR1	0.9507710557532622
ANKRD12	FRYL	0.9697508896797152
ANKRD12	GPATCH8	0.9626334519572954
ANKRD12	ITSN2	0.9798339264531436
ANKRD12	JMJD1C	0.9863582443653618
ANKRD12	KIAA1109	0.9816132858837484
ANKRD12	KMT5B	0.966785290628707
ANKRD12	MGEA5	0.9780545670225383
ANKRD12	MORC3	0.98932384341637
ANKRD12	N4BP2L2	0.989916963226572
ANKRD12	NIPBL	0.9786476868327404
ANKRD12	NKTR	0.9810201660735468
ANKRD12	PHF3	0.98932384341637
ANKRD12	PIAS1	0.968564650059312
ANKRD12	PIK3CA	0.9578884934756822
ANKRD12	PKN2	0.9697508896797152
ANKRD12	PNISR	0.9626334519572954
ANKRD12	PUM2	0.972123368920522
ANKRD12	REV3L	0.9531435349940688
ANKRD12	RICTOR	0.9555160142348754
ANKRD12	RSF1	0.9798339264531436
ANKRD12	SCAF11	0.9970344009489918
ANKRD12	SMG1	0.99288256227758
ANKRD12	SON	0.9537366548042704
ANKRD12	SOS2	0.9546263345195728
ANKRD12	TMEM260	0.9572953736654805
ANKRD12	TNRC6B	0.9786476868327404
ANKRD12	TRAPPC8	0.9905100830367736
ANKRD12	TRIP12	0.9572953736654805
ANKRD12	USP24	0.9516607354685648
ANKRD12	USP33	0.9783511269276394
ANKRD12	USP34	0.9875444839857652
ANKRD12	VPS13B	0.9501779359430604
ANKRD12	WAC	0.968564650059312
ANKRD12	WASHC4	0.9887307236061684
ANKRD12	ZCCHC11	0.963226571767497
ANKRD12	ZCCHC6	0.9733096085409252
ANKRD12	ZFC3H1	0.9581850533807829
ANKRD12	ZNF148	0.9768683274021353
ANKRD12	ZNF292	0.9911032028469752
ANKRD12	ZNF638	0.9525504151838672
ANKRD17	ARIH1	0.9561091340450772
ANKRD17	ATRX	0.9620403321470936
ANKRD17	BAZ2B	0.9567022538552789
ANKRD17	BPTF	0.9940688018979834
ANKRD17	CEP350	0.9626334519572954
ANKRD17	CHD1	0.9780545670225383
ANKRD17	CHD9	0.963226571767497
ANKRD17	CREB1	0.951364175563464
ANKRD17	DICER1	0.9655990510083036
ANKRD17	ERBIN	0.9739027283511268
ANKRD17	FMR1	0.9673784104389088
ANKRD17	FRYL	0.9845788849347568
ANKRD17	GPATCH8	0.973902728351127
ANKRD17	HELZ	0.9744958481613286
ANKRD17	KAT6A	0.965005931198102
ANKRD17	KDM3B	0.9572953736654805
ANKRD17	KDM5A	0.9501779359430604
ANKRD17	KIDINS220	0.9750889679715302
ANKRD17	KMT5B	0.9537366548042704
ANKRD17	MED13	0.959667852906287
ANKRD17	MGEA5	0.9786476868327404
ANKRD17	MYCBP2	0.9507710557532622
ANKRD17	NCOR1	0.9626334519572954
ANKRD17	NIPBL	0.9946619217081852
ANKRD17	PHF3	0.9644128113879004
ANKRD17	PIK3CA	0.9934756820877816
ANKRD17	PRRC2C	0.9531435349940688
ANKRD17	PUM1	0.9946619217081852
ANKRD17	PUM2	0.9970344009489918
ANKRD17	SCAF11	0.9715302491103204
ANKRD17	SETD2	0.9863582443653618
ANKRD17	SETX	0.9501779359430604
ANKRD17	SF3B1	0.9750889679715302
ANKRD17	SMG1	0.9679715302491104
ANKRD17	SON	0.9626334519572954
ANKRD17	SPAST	0.9537366548042704
ANKRD17	SPEN	0.9507710557532622
ANKRD17	THOC2	0.9881376037959668
ANKRD17	TLK2	0.9851720047449584
ANKRD17	TPR	0.9911032028469752
ANKRD17	TRAPPC8	0.9750889679715302
ANKRD17	TRIM33	0.9816132858837484
ANKRD17	TRIP12	0.9905100830367736
ANKRD17	UBXN7	0.9827995255041518
ANKRD17	USP24	0.9875444839857652
ANKRD17	USP33	0.9507710557532624
ANKRD17	USP34	0.9733096085409252
ANKRD17	USP7	0.9578884934756822
ANKRD17	WASHC4	0.9507710557532622
ANKRD17	ZC3H11A	0.975682087781732
ANKRD17	ZFC3H1	0.9620403321470936
ANKRD17	ZNF292	0.9661921708185052
ANKRD17	ZNF638	0.9525504151838672
ANKS1B	APBA2	0.9976275207591934
ANKS1B	APBB2	0.9866548042704626
ANKS1B	ATP2B2	0.9525504151838672
ANKS1B	ATP5SL	0.9774614472123369
ANKS1B	CACFD1	0.9839857651245552
ANKS1B	CNTN2	0.9537366548042704
ANKS1B	FAM43B	0.9979240806642942
ANKS1B	FEZF2	0.9783511269276394
ANKS1B	IKZF2	0.9887307236061684
ANKS1B	IQSEC2	0.951364175563464
ANKS1B	KCNJ9	0.9504744958481612
ANKS1B	LRRC4	0.9848754448398576
ANKS1B	LRRN2	0.9531435349940688
ANKS1B	MAPK8IP1	0.9911032028469752
ANKS1B	MYCN	0.973606168446026
ANKS1B	NLGN1	0.952846975088968
ANKS1B	PSEN2	0.9534400948991696
ANKS1B	RYR3	0.9664887307236062
ANKS1B	SHANK2	0.973902728351127
ANKS1B	ZNF223	0.9653024911032028
ANKS1B	ZNF536	0.9958481613285884
ANO3	EYS	0.9985172004744958
ANO3	MAGI2	0.9670818505338078
ANO3	MLC1	0.9973309608540926
ANO3	NRTN	0.9827995255041518
ANO3	PLP1	0.9593712930011862
ANO3	RALGPS2	0.9851720047449584
ANO3	STX1B	0.9555160142348754
ANO3	TMEM170B	1.0
APBA2	APBB2	1.0
APBA2	APH1A	0.9590747330960854
APBA2	BAI1	0.963226571767497
APBA2	BAIAP2L1	0.9558125741399764
APBA2	CACFD1	0.9848754448398576
APBA2	FAM43B	0.9967378410438908
APBA2	GFRA1	0.9572953736654805
APBA2	GRIN2A	0.967081850533808
APBA2	GRIN2B	0.9534400948991696
APBA2	JAG2	0.957888493475682
APBA2	LRP1	0.99288256227758
APBA2	LZTS3	0.9688612099644128
APBA2	MAPK8IP1	0.9988137603795968
APBA2	MMP16	0.9682680901542112
APBA2	NAP1L6	0.9804270462633452
APBA2	NEFL	0.9507710557532622
APBA2	PIN1P1	0.986061684460261
APBA2	PSEN2	0.9590747330960854
APBA2	PSENEN	0.9875444839857652
APBA2	TBC1D32	0.9620403321470936
APBB2	APH1A	0.9851720047449584
APBB2	ATRNL1	0.9925860023724792
APBB2	BAI1	0.9976275207591934
APBB2	BID	0.9587781731909846
APBB2	C14orf132	0.9605575326215896
APBB2	DCC	0.9750889679715302
APBB2	DSCAML1	0.9759786476868328
APBB2	DTNA	0.9522538552787664
